;BDP;CSP;CVP;EDU;EVP;FDP;FGA;GLP;GPS;LPS;Lega;MCR;EàG;SD;SP;SVP;Übrige;@blank;@invalid;@abstension
Olsberg;47;;249;5;41;310;;110;189;;;;;;445;695;41;0;3;135
Rheinfelden;1356;;4341;698;1022;7949;;6317;5992;;;;;;11564;10902;1859;5;58;4261
Schupfart;293;;821;6;29;497;;148;223;;;;;;261;1901;129;0;10;287
Stein (AG);149;;1417;92;150;1363;;514;548;;;;;;1662;2677;335;1;10;998
Wallbach;135;;1604;14;63;749;;819;890;;;;;;1225;3620;318;0;5;794
Wegenstetten;230;;900;71;46;525;;395;445;;;;;;425;1917;145;0;7;443
Zeiningen;339;;1376;9;185;1489;;798;1022;;;;;;1618;2964;352;2;13;948
Zuzgen;111;;448;26;210;322;;239;600;;;;;;589;1363;211;0;1;386
Aarburg;572;;1273;373;670;2451;;1392;2277;;;;;;4538;7555;545;2;22;2462
Bottenwil;131;;193;99;326;409;;207;312;;;;;;541;1939;46;0;5;321
Brittnau;727;;830;362;1177;1747;;1223;2129;;;;;;2126;8876;441;3;18;1574
Kirchleerau;191;;135;227;233;354;;150;120;;;;;;406;2743;142;0;0;319
Kölliken;589;;745;220;1567;1924;;773;1758;;;;;;3191;6542;398;0;22;1767
Moosleerau;134;;177;185;114;517;;251;262;;;;;;437;2205;124;0;2;367
Murgenthal;382;;433;244;587;1391;;758;733;;;;;;1241;5676;347;0;3;1238
Oftringen;1173;;2390;517;2570;4609;;2805;2919;;;;;;7309;12699;884;1;38;4861
Reitnau;185;;226;339;937;565;;470;599;;;;;;826;4075;150;0;2;543
Rothrist;824;;1472;1418;1729;4041;;1789;2370;;;;;;4343;13586;617;1;30;3601
Safenwil;463;;573;263;805;1665;;731;931;;;;;;2242;6214;140;0;8;1591
Staffelbach;261;;286;48;267;458;;397;279;;;;;;557;2984;75;2;2;540
Strengelbach;510;;936;321;1676;1831;;1330;1947;;;;;;3387;6561;428;0;16;1721
Uerkheim;220;;265;43;336;659;;287;347;;;;;;649;3341;156;0;7;598
Vordemwald;276;;437;183;713;1191;;670;1269;;;;;;1441;4058;162;0;7;815
Wiliberg;118;;49;8;37;60;;89;66;;;;;;130;841;30;0;0;49
Zofingen;1472;;3600;637;3451;10200;;7851;7854;;;;;;14096;14944;1253;6;45;3786
Baldingen;63;;144;0;8;242;;60;124;;;;;;141;517;28;0;0;112
Böbikon;14;;178;4;0;82;;86;96;;;;;;39;629;2;2;0;57
Böttstein;274;;2093;78;123;1691;;545;661;;;;;;1523;5592;326;0;12;1166
Döttingen;247;;2010;28;217;2044;;680;719;;;;;;1602;5049;248;0;10;1181
Endingen;265;;2008;51;303;1848;;801;1466;;;;;;2380;4176;187;3;7;768
Fisibach;61;;363;2;49;117;;78;139;;;;;;206;842;55;0;1;156
Full-Reuenthal;133;;488;94;132;735;;146;207;;;;;;529;1768;70;0;2;300
Kaiserstuhl;84;;148;64;21;173;;137;208;;;;;;373;395;51;0;0;119
Klingnau;314;;2444;48;267;2181;;917;1269;;;;;;2098;4943;340;0;9;1128
Koblenz;134;;512;3;124;435;;165;376;;;;;;820;1732;69;0;2;527
Leibstadt;116;;632;28;41;437;;121;265;;;;;;371;3070;101;0;2;415
Lengnau (AG);421;;2257;102;203;1889;;1111;1058;;;;;;1741;5638;322;0;6;925
Leuggern;295;;1945;49;134;1119;;439;649;;;;;;867;5484;235;0;5;717
Mellikon;25;;161;1;56;96;;100;333;;;;;;252;305;34;0;0;66
Rekingen (AG);89;;276;72;44;268;;58;245;;;;;;542;1302;84;0;0;343
Rietheim;66;;253;23;8;247;;186;209;;;;;;466;933;86;0;0;228
Rümikon;85;;126;5;7;123;;63;85;;;;;;84;530;39;0;0;105
Schneisingen;363;;1130;138;152;794;;675;739;;;;;;961;3122;265;0;0;573
Siglistorf;91;;311;46;139;206;;125;252;;;;;;305;1438;79;0;0;216
Tegerfelden;122;;891;41;104;551;;258;414;;;;;;550;2169;163;0;6;455
Wislikofen;43;;399;2;19;41;;170;288;;;;;;231;726;59;0;0;125
Bad Zurzach;442;;2442;96;181;1819;;992;1395;;;;;;2714;4699;351;1;10;1318
Arbon;248;;2723;269;355;1756;;930;2069;;;;;;2622;4420;;3;52;5674
Dozwil;26;;106;158;64;81;;61;83;;;;;;104;645;;0;6;220
Egnach;198;;909;261;349;1263;;692;799;;;;;;936;3442;;2;43;1704
Hefenhofen;29;;222;63;75;183;;101;229;;;;;;225;764;;1;8;511
Horn;98;;818;44;55;746;;436;376;;;;;;515;1491;;2;18;1196
Kesswil;43;;212;47;111;257;;189;369;;;;;;170;745;;1;5;289
Roggwil (TG);107;;593;116;59;706;;435;584;;;;;;525;1789;;2;47;1285
Romanshorn;201;;1682;457;488;1728;;1104;1471;;;;;;2930;4263;;7;43;4033
Salmsach;36;;159;45;49;97;;120;225;;;;;;498;593;;1;4;524
Sommeri;10;;110;23;47;36;;69;147;;;;;;78;528;;1;4;215
Uttwil;29;;305;51;34;623;;253;408;;;;;;403;1313;;3;12;675
Amriswil;244;;1862;661;489;1977;;999;1639;;;;;;1881;5909;;5;32;4993
Bischofszell;135;;1466;668;294;632;;935;699;;;;;;1003;2861;;1;26;2121
Erlen;124;;679;290;117;465;;251;437;;;;;;484;2432;;3;15;1250
Hauptwil-Gottshaus;79;;519;190;131;306;;213;227;;;;;;244;1443;;0;11;833
Hohentannen;17;;110;136;42;58;;68;130;;;;;;101;599;;0;2;222
Kradolf-Schönenberg;112;;510;357;144;557;;292;527;;;;;;635;2527;;1;3;1272
Sulgen;148;;609;427;77;642;;356;399;;;;;;780;2270;;0;18;1412
Zihlschlacht-Sitterdorf;75;;445;471;143;326;;227;309;;;;;;360;1695;;0;33;916
Basadingen-Schlattingen;81;;272;67;37;196;;262;382;;;;;;347;1474;;0;24;729
Diessenhofen;132;;972;43;74;615;;494;571;;;;;;871;1681;;5;0;1263
Schlatt (TG);62;;315;168;113;322;;267;267;;;;;;313;1460;;0;8;693
Aadorf;314;;2336;299;515;1720;;1194;1447;;;;;;1619;5646;;4;43;3604
Felben-Wellhausen;125;;353;112;146;427;;344;280;;;;;;477;1889;;2;13;1123
Frauenfeld;794;;4390;769;1380;6061;;4487;5509;;;;;;7649;11236;;9;54;9069
Gachnang;215;;895;98;158;1024;;772;667;;;;;;790;2755;;2;59;1680
Hüttlingen;90;;173;50;51;85;;114;121;;;;;;199;900;;0;15;287
Matzingen;101;;334;78;96;361;;292;356;;;;;;539;1555;;2;31;1098
Neunforn;47;;200;33;29;206;;211;210;;;;;;240;1061;;0;9;415
Stettfurt;62;;357;86;84;307;;295;266;;;;;;261;896;;0;12;418
Thundorf;90;;342;47;191;287;;240;197;;;;;;319;1259;;0;14;529
Uesslingen-Buch;25;;299;11;90;217;;224;218;;;;;;209;1131;;1;14;397
Warth-Weiningen;58;;320;53;45;323;;237;245;;;;;;279;1267;;1;14;480
Altnau;56;;428;84;65;473;;309;578;;;;;;548;1180;;2;1;811
Bottighofen;62;;486;28;59;603;;307;397;;;;;;590;946;;0;18;639
Ermatingen;85;;528;55;59;771;;370;1159;;;;;;712;1853;;1;34;1022
