RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Nationaal-Socialistische Beweging (NSB);Liberale Staatspartij;Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;Staatkundig Gereformeerde Partij;Christelijk-Democratische Unie;Katholiek Democratische Partij;Revolutionair Socialistische Arbeiderspartij;Hervormd Gereformeerde Staatspartij;Overige partij(en) zonder zetel(s);Overige partij(en) met zetel(s);Plattelandersbond;@abs
Sint Odiliënberg-G0967;10;9;455.0;;1.0;;58.0;;5.0;;;;;;;11.0;;;36.0
Sint Pancras-G0446;11;19;13.0;130.0;132.0;179.0;60.0;25.0;97.0;18.0;13.0;15.0;2.0;13.0;;;;;71.0
Sint Philipsland-G0712;21;22;;31.0;116.0;80.0;75.0;74.0;14.0;;489.0;;;;51.0;;;;176.0
Sint-Michielsgestel-G0845;28;20;1849.0;27.0;66.0;36.0;23.0;5.0;4.0;6.0;;;54.0;;;4.0;;;172.0
Sint-Oedenrode-G0846;34;26;2779.0;37.0;3.0;37.0;29.0;5.0;6.0;22.0;;;12.0;;;10.0;;;245.0
Sittard-G0968;133;250;3918.0;186.0;113.0;;912.0;;48.0;17.0;;;55.0;5.0;;92.0;;;278.0
Sleen-G0130;74;77;13.0;486.0;331.0;186.0;202.0;560.0;89.0;;1.0;58.0;3.0;145.0;;;123.0;10.0;182.0
Slenaken-G0969;4;14;164.0;;;;50.0;;;;;;5.0;;;7.0;;;8.0
Sliedrecht-G0610;148;361;35.0;1700.0;914.0;509.0;179.0;1046.0;53.0;9.0;784.0;9.0;7.0;175.0;141.0;;;26.0;754.0
Slochteren-G0040;123;385;70.0;2019.0;1201.0;660.0;569.0;784.0;261.0;210.0;;470.0;;21.0;26.0;;105.0;;628.0
Sloten (F)-G0089;0;8;78.0;40.0;58.0;151.0;12.0;10.0;9.0;4.0;4.0;8.0;;2.0;12.0;;;;23.0
Sluis-G0713;13;56;494.0;100.0;119.0;75.0;77.0;96.0;42.0;;13.0;;;;;;20.0;;84.0
Smallingerland-G0090;77;144;15.0;1905.0;2586.0;651.0;98.0;46.0;1170.0;340.0;33.0;618.0;;75.0;16.0;;;;436.0
Smilde-G0131;45;98;3.0;400.0;771.0;603.0;225.0;95.0;247.0;25.0;;37.0;;11.0;;;25.0;9.0;237.0
Sneek-G0091;123;282;960.0;1796.0;1454.0;1255.0;286.0;266.0;843.0;276.0;31.0;243.0;;22.0;10.0;;;;738.0
Snelrewaard-G0341;2;6;139.0;9.0;37.0;6.0;15.0;7.0;4.0;;28.0;;2.0;;;;;1.0;13.0
Soest-G0342;147;380;1787.0;975.0;1046.0;506.0;878.0;724.0;212.0;87.0;171.0;106.0;390.0;16.0;;;;12.0;632.0
Someren-G0847;16;2;1950.0;11.0;3.0;40.0;1.0;3.0;;;;;8.0;;;;;;140.0
Sommelsdijk-G1184;31;81;21.0;233.0;288.0;53.0;45.0;284.0;6.0;16.0;577.0;2.0;2.0;4.0;4.0;;;;252.0
Son en Breugel-G0848;10;13;1214.0;14.0;4.0;1.0;12.0;7.0;2.0;1.0;;;10.0;;;1.0;;;82.0
Spanbroek-G1186;4;4;620.0;29.0;4.0;5.0;6.0;23.0;66.0;1.0;1.0;2.0;8.0;3.0;;;;;42.0
Spaubeek-G0970;6;10;526.0;3.0;3.0;;39.0;;;1.0;;;8.0;;;5.0;;;10.0
Spijkenisse-G0612;29;32;4.0;309.0;206.0;239.0;34.0;181.0;13.0;13.0;63.0;19.0;;;17.0;;;;113.0
Sprang-Capelle-G0849;26;64;87.0;258.0;1024.0;402.0;44.0;42.0;63.0;2.0;279.0;;18.0;;32.0;6.0;;;310.0
Stad aan 't Haringvliet-G1188;9;19;1.0;54.0;184.0;38.0;2.0;148.0;1.0;1.0;97.0;;2.0;1.0;;;;;83.0
Stad Delden-G0179;38;38;770.0;199.0;73.0;78.0;67.0;81.0;84.0;2.0;;6.0;16.0;6.0;;;;7.0;93.0
Stad Hardenberg-G1191;10;19;6.0;192.0;502.0;234.0;76.0;168.0;43.0;3.0;2.0;14.0;;5.0;6.0;;;1.0;78.0
Stad Vollenhove-G1193;14;23;109.0;41.0;70.0;214.0;14.0;158.0;5.0;2.0;3.0;20.0;1.0;24.0;;;;;81.0
Standdaarbuiten-G0850;21;5;703.0;;12.0;35.0;8.0;2.0;2.0;;;;4.0;;2.0;;;;85.0
Staphorst-G0180;42;73;7.0;186.0;1214.0;220.0;179.0;331.0;93.0;3.0;958.0;58.0;5.0;3.0;;;;7.0;313.0
Stavenisse-G0714;10;38;1.0;15.0;68.0;33.0;35.0;25.0;15.0;;344.0;;;;12.0;;;;416.0
Staveren-G1257;4;5;4.0;68.0;113.0;194.0;4.0;4.0;45.0;;1.0;16.0;;1.0;1.0;;;;52.0
Stedum-G0041;6;3;;135.0;461.0;254.0;53.0;42.0;45.0;13.0;;136.0;;;2.0;;1.0;;56.0
Steenbergen-G1376;68;129;3419.0;222.0;34.0;101.0;177.0;65.0;20.0;;13.0;;101.0;;;29.0;;;324.0
Steenderen-G0280;16;38;740.0;138.0;353.0;224.0;62.0;147.0;31.0;4.0;9.0;2.0;8.0;24.0;3.0;;;16.0;120.0
Steenwijk-G0181;59;143;130.0;1114.0;484.0;652.0;208.0;276.0;121.0;51.0;16.0;276.0;5.0;8.0;173.0;;;1.0;182.0
Steenwijkerwold-G0182;66;98;475.0;699.0;285.0;749.0;139.0;263.0;76.0;8.0;51.0;104.0;22.0;10.0;79.0;;;;277.0
Stein-G0971;75;82;1283.0;16.0;18.0;;124.0;;6.0;15.0;;;19.0;1.0;;9.0;;;103.0
Stellendam-G1195;35;64;2.0;61.0;186.0;37.0;25.0;86.0;3.0;5.0;319.0;1.0;1.0;3.0;11.0;;;;75.0
Stevensweert-G0972;4;8;427.0;1.0;6.0;;59.0;;3.0;;;;;;;9.0;;;25.0
Stiphout-G1196;3;9;429.0;11.0;1.0;2.0;7.0;3.0;;;;;2.0;;;;;;29.0
Stolwijk-G0615;52;43;8.0;250.0;185.0;37.0;102.0;319.0;45.0;13.0;216.0;6.0;4.0;2.0;4.0;1.0;;32.0;158.0
Stompwijk-G1197;18;52;1439.0;236.0;67.0;182.0;160.0;30.0;18.0;12.0;24.0;6.0;51.0;8.0;50.0;;;3.0;137.0
Stoppeldijk-G1198;11;25;479.0;4.0;10.0;3.0;8.0;4.0;3.0;;7.0;;;;;;150.0;;62.0
Stoutenburg-G0343;7;19;384.0;14.0;43.0;73.0;11.0;11.0;;2.0;35.0;2.0;14.0;1.0;;;;7.0;42.0
Stramproy-G0973;11;3;639.0;;5.0;;1.0;;;;;;2.0;;;3.0;;;32.0
Streefkerk-G0616;9;17;;108.0;182.0;162.0;28.0;64.0;16.0;4.0;220.0;;1.0;1.0;2.0;;;2.0;140.0
Strijen-G0617;43;65;4.0;487.0;331.0;412.0;81.0;529.0;167.0;9.0;138.0;12.0;2.0;15.0;79.0;;;;184.0
Susteren-G0974;36;59;1294.0;74.0;16.0;;273.0;;15.0;;;;36.0;;;32.0;;;100.0
Swalmen-G0975;40;56;1763.0;13.0;14.0;;91.0;;17.0;;;;4.0;;;18.0;;;110.0
't Zandt-G0054;6;22;2.0;391.0;406.0;218.0;76.0;118.0;129.0;9.0;;276.0;;2.0;4.0;;1.0;;110.0
Tegelen-G0976;45;58;3633.0;29.0;25.0;;169.0;;5.0;69.0;;;22.0;;;51.0;;;147.0
Ten Boer-G0009;15;43;1.0;667.0;1023.0;222.0;100.0;244.0;160.0;24.0;;205.0;;4.0;3.0;;12.0;;154.0
Ter Aar-G0480;12;14;886.0;12.0;176.0;265.0;89.0;38.0;2.0;2.0;82.0;4.0;1.0;1.0;5.0;1.0;;1.0;103.0
Terheijden-G0853;37;23;1649.0;40.0;21.0;16.0;26.0;10.0;5.0;;4.0;;23.0;;1.0;6.0;;;23.0
Termunten-G0042;42;69;;562.0;440.0;114.0;101.0;54.0;171.0;138.0;;121.0;;6.0;3.0;;12.0;;139.0
Terneuzen-G0715;119;124;854.0;1093.0;667.0;873.0;263.0;782.0;90.0;;485.0;;;;;;82.0;;550.0
Terschelling-G0093;20;79;3.0;432.0;136.0;366.0;116.0;47.0;524.0;21.0;2.0;12.0;1.0;11.0;;2.0;;;329.0
Teteringen-G0854;17;37;1132.0;54.0;14.0;17.0;13.0;10.0;2.0;3.0;;;31.0;;;1.0;;;53.0
Texel-G0448;25;97;846.0;857.0;397.0;240.0;447.0;358.0;485.0;23.0;13.0;309.0;9.0;14.0;;4.0;;;362.0
Tholen-G0716;30;23;107.0;105.0;143.0;190.0;99.0;238.0;42.0;;413.0;;;;58.0;;;;235.0
Thorn-G0977;13;8;650.0;;2.0;;31.0;;;;;;1.0;;;12.0;;;49.0
Tiel-G0281;63;270;1396.0;2127.0;235.0;287.0;529.0;598.0;176.0;178.0;44.0;187.0;181.0;15.0;27.0;;;24.0;456.0
Tienhoven (Ut)-G1202;6;2;3.0;15.0;151.0;58.0;17.0;1.0;1.0;;8.0;10.0;;;;;;;28.0
Tienhoven (ZH)-G0618;1;6;1.0;14.0;91.0;9.0;22.0;6.0;3.0;;24.0;;1.0;1.0;;;;;11.0
Tietjerksteradeel-G0094;87;165;17.0;1670.0;2421.0;1721.0;172.0;388.0;838.0;65.0;95.0;613.0;5.0;11.0;32.0;;;;720.0
Tilburg-G0855;820;1859;21733.0;4110.0;171.0;351.0;774.0;240.0;262.0;291.0;35.0;;4625.0;;;4215.0;;;2317.0
Tubbergen-G0183;32;40;3236.0;88.0;14.0;156.0;67.0;4.0;28.0;12.0;7.0;51.0;431.0;14.0;;;;24.0;174.0
Tull en 't Waal-G1205;1;0;112.0;2.0;7.0;60.0;6.0;1.0;1.0;;2.0;;1.0;;;;;;15.0
Twisk-G0449;5;12;1.0;131.0;5.0;9.0;32.0;127.0;50.0;;;14.0;2.0;;;;;;46.0
Ubach over Worms-G0978;86;76;1023.0;160.0;39.0;;272.0;;9.0;68.0;;;6.0;4.0;;241.0;;;84.0
Ubbergen-G0282;26;46;1992.0;33.0;6.0;26.0;142.0;39.0;15.0;8.0;;7.0;2.0;4.0;4.0;;;;168.0
Uden-G0856;19;32;3201.0;39.0;12.0;7.0;29.0;2.0;1.0;7.0;1.0;;38.0;;;;;;230.0
Udenhout-G0857;7;14;1695.0;7.0;;1.0;4.0;1.0;;1.0;;;29.0;;;8.0;;;89.0
Uitgeest-G0450;32;85;796.0;364.0;32.0;17.0;73.0;47.0;159.0;233.0;2.0;9.0;29.0;14.0;;;;;125.0
Uithoorn-G0451;24;41;726.0;147.0;146.0;258.0;55.0;37.0;23.0;3.0;17.0;5.0;41.0;16.0;;1.0;;;83.0
Uithuizen-G0043;16;25;319.0;473.0;508.0;225.0;71.0;109.0;131.0;10.0;;323.0;;;1.0;;3.0;;159.0
Uithuizermeeden-G0044;10;19;13.0;214.0;822.0;683.0;53.0;67.0;157.0;6.0;;372.0;;;6.0;;4.0;;130.0
Ulestraten-G0979;20;5;446.0;1.0;3.0;;27.0;;3.0;1.0;;;2.0;;;1.0;;;16.0
Ulrum-G0045;23;26;;244.0;890.0;145.0;163.0;117.0;48.0;13.0;;274.0;;1.0;2.0;;20.0;;186.0
Urk-G0184;21;14;;5.0;1125.0;91.0;43.0;;1.0;1.0;64.0;4.0;;17.0;;;;;262.0
Urmond-G0980;28;17;715.0;;22.0;;105.0;;2.0;3.0;;;3.0;;;4.0;;;55.0
Ursem-G0452;5;10;439.0;47.0;9.0;6.0;16.0;5.0;68.0;5.0;;3.0;2.0;4.0;;;;;41.0
Usquert-G0046;8;11;20.0;496.0;57.0;43.0;84.0;96.0;31.0;2.0;;139.0;;;;;4.0;;60.0
Utingeradeel-G0095;24;89;16.0;919.0;204.0;383.0;109.0;62.0;510.0;72.0;49.0;132.0;;8.0;14.0;;;;261.0
Utrecht-G0344;1373;2998;19502.0;22034.0;9249.0;5393.0;7661.0;4179.0;1984.0;1601.0;791.0;1034.0;1209.0;461.0;;;;127.0;5275.0
Vaals-G0981;208;165;1810.0;276.0;46.0;;482.0;;14.0;58.0;;;44.0;;;58.0;;;186.0
Valburg-G0283;25;49;1050.0;286.0;289.0;661.0;252.0;62.0;56.0;;271.0;16.0;15.0;;6.0;;;9.0;230.0
Valkenburg (Li)-G1252;24;27;713.0;12.0;5.0;;230.0;;5.0;3.0;;;5.0;;;8.0;;;51.0
Valkenburg (ZH)-G0619;2;16;18.0;11.0;86.0;158.0;44.0;5.0;4.0;;31.0;11.0;;;63.0;2.0;;;24.0
Valkenswaard-G0858;69;113;2895.0;328.0;16.0;31.0;42.0;14.0;6.0;10.0;;;409.0;;;7.0;;;83.0
Varik-G0284;12;6;109.0;103.0;16.0;246.0;23.0;11.0;5.0;1.0;31.0;4.0;1.0;;2.0;;;4.0;67.0
Veen-G0859;8;19;3.0;58.0;68.0;10.0;1.0;11.0;;;53.0;;1.0;;141.0;1.0;;;81.0
Veendam-G0047;95;241;388.0;2859.0;616.0;448.0;747.0;281.0;664.0;44.0;;334.0;;26.0;3.0;;22.0;;648.0
Veenendaal-G0345;68;195;67.0;522.0;1894.0;438.0;248.0;57.0;43.0;25.0;574.0;17.0;5.0;7.0;;;;9.0;270.0
Veere-G0717;7;12;16.0;31.0;156.0;100.0;34.0;55.0;70.0;;58.0;;;;1.0;;;;35.0
Veghel-G0860;34;28;3279.0;62.0;9.0;17.0;32.0;3.0;3.0;32.0;;;58.0;;;;;;219.0
Veldhoven-G0861;33;44;2827.0;43.0;14.0;36.0;45.0;10.0;9.0;7.0;;;31.0;;;8.0;;;126.0
Veldhuizen-G1207;0;6;148.0;11.0;22.0;57.0;30.0;11.0;;;4.0;1.0;;;;;;;23.0
Velp-G1208;2;3;328.0;1.0;1.0;;2.0;;;4.0;;;;;;;;;32.0
Velsen-G0453;677;813;3948.0;5055.0;1978.0;1588.0;2325.0;587.0;1556.0;1093.0;245.0;499.0;278.0;441.0;;66.0;;;1449.0
Venhuizen-G0454;18;13;628.0;234.0;15.0;9.0;48.0;187.0;267.0;4.0;3.0;3.0;9.0;17.0;;;;;75.0
Venlo-G0983;183;392;7717.0;651.0;223.0;;858.0;;75.0;133.0;;;750.0;;;201.0;;;610.0
Venray-G0984;51;120;4239.0;68.0;9.0;;110.0;;23.0;;;;41.0;;;52.0;;;235.0
Vessem, Wintelre en Knegsel-G0862;5;0;661.0;1.0;;1.0;;;;;;;;;;;;;30.0
Veur-G1209;5;44;958.0;112.0;83.0;92.0;110.0;53.0;11.0;2.0;13.0;2.0;75.0;;26.0;;;1.0;71.0
Vianen-G0620;21;41;337.0;355.0;249.0;102.0;93.0;55.0;10.0;7.0;144.0;4.0;7.0;1.0;312.0;;;1.0;124.0
Vierlingsbeek-G0863;9;9;721.0;4.0;3.0;5.0;12.0;2.0;;;;;11.0;;;;;;92.0
Vierpolders-G0621;8;5;1.0;141.0;21.0;32.0;18.0;168.0;14.0;58.0;5.0;;1.0;4.0;;;;;39.0
Vinkeveen en Waverveen-G0346;19;17;1010.0;33.0;284.0;138.0;169.0;15.0;11.0;;140.0;;6.0;4.0;;;;7.0;116.0
Vlaardingen-G0622;308;281;993.0;3573.0;2169.0;3144.0;573.0;601.0;73.0;97.0;1001.0;535.0;252.0;29.0;27.0;;;11.0;997.0
Vlaardinger-Ambacht-G1210;21;32;233.0;278.0;244.0;393.0;90.0;70.0;15.0;7.0;108.0;56.0;22.0;2.0;3.0;;;2.0;97.0
Vlagtwedde-G0048;153;197;699.0;1141.0;592.0;466.0;908.0;53.0;886.0;247.0;;777.0;;15.0;27.0;;19.0;;509.0
Vledder-G0132;24;30;69.0;342.0;116.0;37.0;40.0;300.0;85.0;25.0;5.0;8.0;;36.0;;;2.0;2.0;141.0
Vleuten-G1211;15;15;678.0;60.0;123.0;252.0;172.0;45.0;11.0;7.0;30.0;8.0;8.0;;;;;2.0;61.0
Vlieland-G0096;1;7;2.0;158.0;9.0;7.0;14.0;1.0;62.0;1.0;3.0;2.0;;1.0;;;;;53.0
Vlijmen-G0864;28;24;1677.0;56.0;31.0;19.0;60.0;6.0;1.0;;2.0;;7.0;;4.0;5.0;;;223.0
Vlissingen-G0718;887;579;1199.0;2687.0;1920.0;1521.0;625.0;688.0;1396.0;;168.0;;;;;;;;321.0
Vlist-G0623;3;3;38.0;7.0;68.0;7.0;17.0;33.0;1.0;;31.0;1.0;;1.0;3.0;;;2.0;18.0
Vlodrop-G0985;2;8;450.0;1.0;8.0;;66.0;;1.0;;;;1.0;;;5.0;;;37.0
Voerendaal-G0986;57;34;1160.0;27.0;18.0;;252.0;;11.0;1.0;;;31.0;1.0;;41.0;;;81.0
Voorburg-G0624;132;364;3240.0;1586.0;1133.0;1244.0;1928.0;1213.0;600.0;145.0;60.0;84.0;157.0;29.0;150.0;3.0;;4.0;881.0
Voorhout-G0625;6;7;1042.0;37.0;37.0;120.0;23.0;3.0;2.0;1.0;11.0;3.0;7.0;1.0;;;;;67.0
Voorschoten-G0626;29;83;848.0;280.0;461.0;458.0;243.0;165.0;47.0;18.0;83.0;26.0;19.0;10.0;29.0;3.0;;;168.0
Voorst-G0285;82;163;1560.0;1446.0;291.0;879.0;519.0;997.0;537.0;142.0;139.0;23.0;45.0;38.0;12.0;;;37.0;523.0
Vorden-G0286;28;80;287.0;202.0;548.0;373.0;175.0;277.0;170.0;8.0;12.0;5.0;3.0;27.0;;;;10.0;153.0
Vreeland-G1213;4;10;45.0;56.0;95.0;60.0;17.0;56.0;8.0;2.0;30.0;12.0;1.0;;;;;1.0;34.0
Vreeswijk-G0348;6;49;485.0;138.0;186.0;228.0;86.0;20.0;21.0;4.0;35.0;2.0;17.0;2.0;;;;1.0;274.0
Vries-G0133;56;82;9.0;522.0;245.0;31.0;688.0;187.0;204.0;241.0;;6.0;;5.0;;;378.0;16.0;192.0
Vriezenveen-G0186;187;127;251.0;404.0;296.0;1029.0;209.0;37.0;35.0;32.0;432.0;301.0;12.0;60.0;56.0;;;499.0;274.0
Vrouwenpolder-G1214;4;6;6.0;7.0;332.0;111.0;9.0;11.0;10.0;;35.0;;;;;;;;33.0
Vught-G0865;61;145;3635.0;235.0;87.0;65.0;163.0;116.0;69.0;9.0;4.0;;166.0;;;43.0;;;412.0
Vuren-G0287;5;42;5.0;218.0;189.0;141.0;36.0;7.0;8.0;2.0;14.0;11.0;1.0;1.0;2.0;;;100.0;140.0
Waalre-G0866;43;37;1594.0;95.0;6.0;25.0;54.0;7.0;15.0;15.0;;;29.0;;;1.0;;;162.0
Waalwijk-G0867;48;82;3787.0;273.0;173.0;354.0;84.0;9.0;40.0;3.0;20.0;;66.0;;7.0;9.0;;;293.0
Waarde-G0721;5;4;;8.0;27.0;88.0;142.0;30.0;8.0;;144.0;;;;;;;;76.0
Waardenburg-G0288;14;39;11.0;132.0;22.0;215.0;39.0;18.0;13.0;2.0;183.0;8.0;1.0;3.0;2.0;;;55.0;75.0
Waarder-G1217;10;5;11.0;2.0;151.0;56.0;21.0;12.0;1.0;;80.0;21.0;;;7.0;;;1.0;64.0
Waddinxveen-G0627;27;82;428.0;624.0;633.0;466.0;241.0;120.0;46.0;21.0;552.0;59.0;21.0;7.0;66.0;8.0;;7.0;284.0
Wadenoijen-G1218;20;44;98.0;205.0;26.0;45.0;81.0;204.0;23.0;7.0;67.0;81.0;13.0;1.0;1.0;;;19.0;91.0
Wageningen-G0289;58;304;1034.0;1624.0;657.0;1068.0;473.0;340.0;215.0;322.0;408.0;48.0;7.0;10.0;18.0;;;3.0;493.0
Wamel-G0290;14;37;2507.0;59.0;4.0;110.0;88.0;18.0;4.0;;27.0;1.0;7.0;;6.0;;;;227.0
Wanneperveen-G0187;2;18;4.0;115.0;133.0;300.0;26.0;77.0;30.0;;29.0;20.0;;3.0;3.0;;;6.0;60.0
Wanroij-G0868;3;3;654.0;;2.0;;4.0;1.0;;;;;;;;;;;42.0
Wanssum-G0987;3;3;396.0;5.0;;;3.0;;;;;;3.0;;;;;;10.0
Warder-G0455;3;2;1.0;68.0;5.0;3.0;61.0;28.0;121.0;;;;;2.0;;;;;22.0
Warffum-G0049;16;13;1.0;316.0;291.0;36.0;42.0;92.0;65.0;6.0;;320.0;;;1.0;;7.0;;93.0
Warmenhuizen-G0456;6;12;583.0;96.0;65.0;3.0;16.0;25.0;142.0;54.0;;2.0;33.0;10.0;;;;;44.0
Warmond-G0628;5;32;844.0;57.0;55.0;163.0;50.0;35.0;3.0;3.0;20.0;1.0;5.0;1.0;5.0;2.0;;;78.0
Warnsveld-G0291;19;74;220.0;431.0;339.0;447.0;168.0;206.0;78.0;7.0;6.0;17.0;6.0;31.0;;;;;169.0
Waspik-G0869;29;23;978.0;69.0;31.0;155.0;15.0;1.0;4.0;;14.0;;51.0;;;2.0;;;407.0
Wassenaar-G0629;68;190;2295.0;490.0;585.0;816.0;904.0;1372.0;261.0;51.0;66.0;15.0;21.0;15.0;56.0;1.0;;;592.0
Wateringen-G0630;10;15;1412.0;43.0;88.0;193.0;61.0;7.0;11.0;2.0;2.0;;25.0;;65.0;;;12.0;67.0
Waterlandkerkje-G0722;5;9;85.0;13.0;19.0;24.0;24.0;35.0;15.0;;20.0;;;;;;5.0;;20.0
Wedde-G1220;27;70;8.0;699.0;95.0;134.0;279.0;184.0;114.0;117.0;;163.0;;1.0;6.0;;3.0;;157.0
Weerselo-G0188;43;37;2357.0;77.0;7.0;33.0;29.0;6.0;17.0;1.0;5.0;4.0;350.0;;;;;26.0;150.0
Weert-G0988;162;213;5190.0;;36.0;;325.0;;;;;;10.0;;;105.0;;;359.0
Weesp-G0457;88;188;561.0;858.0;449.0;912.0;240.0;168.0;67.0;107.0;20.0;24.0;13.0;58.0;;5.0;;;173.0
Weesperkarspel-G1221;13;48;472.0;168.0;189.0;477.0;53.0;30.0;28.0;21.0;19.0;19.0;3.0;40.0;;;;;101.0
Wehl-G0292;17;20;1154.0;6.0;1.0;40.0;98.0;2.0;8.0;;1.0;;1.0;;3.0;;;;75.0
Wemeldinge-G0723;11;25;11.0;145.0;334.0;328.0;36.0;130.0;50.0;;71.0;;;;;;;;186.0
Werkendam-G0870;11;28;15.0;146.0;380.0;287.0;102.0;117.0;11.0;31.0;198.0;;2.0;;3.0;1.0;;;466.0
Werkhoven-G1223;1;4;311.0;1.0;7.0;58.0;15.0;10.0;;;34.0;1.0;1.0;;;;;;28.0
Wervershoof-G0459;5;7;1360.0;24.0;22.0;2.0;1.0;10.0;31.0;7.0;2.0;;15.0;4.0;;;;;45.0
Wessem-G0989;3;15;453.0;;;;14.0;;;;;;;;;7.0;;;43.0
Westbroek-G1224;0;10;59.0;39.0;126.0;223.0;41.0;7.0;2.0;3.0;14.0;;;;;;;2.0;42.0
Westdongeradeel-G0097;41;57;16.0;559.0;1273.0;1064.0;68.0;352.0;203.0;13.0;9.0;93.0;;50.0;;;;;320.0
Westdorpe-G0724;28;35;337.0;135.0;12.0;13.0;13.0;16.0;12.0;;16.0;;;;;;380.0;;54.0
Westerbork-G0134;39;51;14.0;633.0;334.0;96.0;136.0;63.0;77.0;;14.0;16.0;2.0;4.0;;;636.0;7.0;145.0
Westerhoven-G0871;3;6;328.0;3.0;;;3.0;1.0;;;;;3.0;;;;;;7.0
Westervoort-G0293;6;28;662.0;71.0;66.0;135.0;30.0;5.0;8.0;;4.0;3.0;2.0;;13.0;;;4.0;60.0
Westkapelle-G0726;20;28;1.0;293.0;115.0;232.0;39.0;40.0;133.0;;236.0;;;;;;;;167.0
Westmaas-G0631;6;7;;37.0;140.0;131.0;45.0;42.0;3.0;4.0;30.0;1.0;;;;;;;32.0
Weststellingwerf-G0098;156;354;778.0;2680.0;644.0;968.0;185.0;88.0;1706.0;396.0;37.0;374.0;;589.0;43.0;;;;929.0
Westwoud-G0460;1;11;347.0;60.0;4.0;15.0;6.0;82.0;63.0;;2.0;1.0;3.0;2.0;;;;;37.0
Westzaan-G0461;35;54;31.0;377.0;171.0;34.0;40.0;51.0;283.0;223.0;63.0;74.0;2.0;35.0;;3.0;;;171.0
Wierden-G0189;58;110;1368.0;372.0;840.0;1432.0;149.0;41.0;80.0;22.0;316.0;191.0;48.0;32.0;33.0;;;216.0;364.0
Wieringen-G0462;65;209;226.0;719.0;211.0;75.0;73.0;88.0;1056.0;204.0;10.0;15.0;4.0;37.0;;3.0;;;385.0
Wieringerwaard-G0464;5;16;8.0;221.0;16.0;3.0;81.0;116.0;154.0;10.0;;2.0;3.0;3.0;;4.0;;;71.0
Wijchen-G0296;55;85;2425.0;21.0;3.0;26.0;181.0;25.0;3.0;;2.0;;17.0;;12.0;;;;0.0
Wijdenes-G0469;8;7;7.0;113.0;4.0;5.0;29.0;116.0;197.0;1.0;5.0;5.0;;8.0;;;;;34.0
Wijdewormer-G0470;4;8;107.0;13.0;22.0;6.0;30.0;16.0;115.0;13.0;1.0;5.0;2.0;18.0;;;;;29.0
Wijhe-G0190;41;68;625.0;479.0;194.0;481.0;223.0;182.0;92.0;6.0;25.0;25.0;7.0;22.0;;;;20.0;171.0
Wijk aan Zee en Duin-G1229;115;160;1587.0;786.0;194.0;176.0;331.0;52.0;309.0;143.0;26.0;43.0;111.0;57.0;;9.0;;;254.0
Wijk bij Duurstede-G0352;9;45;838.0;106.0;25.0;189.0;85.0;128.0;24.0;2.0;41.0;1.0;26.0;1.0;;;;12.0;133.0
Wijk en Aalburg-G0876;8;51;5.0;92.0;362.0;20.0;76.0;22.0;8.0;;306.0;;3.0;;126.0;1.0;;;234.0
Wijlre-G0991;14;20;858.0;4.0;3.0;;99.0;;3.0;2.0;;;1.0;;;25.0;;;40.0
Wijnandsrade-G0992;1;9;257.0;;1.0;;21.0;;2.0;2.0;;;3.0;;;9.0;;;12.0
Wijngaarden-G0634;9;4;1.0;;67.0;10.0;5.0;;;;79.0;;;;;;;6.0;19.0
Wildervank-G1225;48;184;135.0;1734.0;784.0;363.0;627.0;173.0;414.0;34.0;;177.0;;156.0;9.0;;8.0;;614.0
Willemstad-G0872;13;18;64.0;103.0;173.0;367.0;20.0;88.0;1.0;;17.0;;7.0;;29.0;10.0;;;140.0
Willeskop-G0349;4;2;196.0;28.0;50.0;51.0;49.0;2.0;;;15.0;;1.0;;;;;3.0;16.0
Willige Langerak-G1226;5;5;152.0;9.0;141.0;46.0;29.0;10.0;11.0;;38.0;2.0;1.0;;;;;;33.0
Wilnis-G0350;13;11;396.0;11.0;314.0;149.0;40.0;8.0;5.0;;55.0;;3.0;;;;;2.0;83.0
Wilsum-G1227;5;5;;32.0;120.0;58.0;19.0;18.0;28.0;;53.0;4.0;;2.0;;;;1.0;55.0
Winkel-G0465;9;24;12.0;421.0;19.0;6.0;94.0;136.0;159.0;9.0;1.0;6.0;4.0;47.0;;2.0;;;126.0
Winschoten-G0052;91;260;182.0;2167.0;932.0;380.0;648.0;467.0;815.0;487.0;;269.0;;50.0;26.0;;24.0;;498.0
Winsum-G0053;10;7;;263.0;645.0;98.0;42.0;126.0;139.0;10.0;;87.0;;;1.0;;3.0;;61.0
Winterswijk-G0294;109;254;940.0;2123.0;668.0;187.0;1799.0;1280.0;1006.0;158.0;14.0;488.0;72.0;54.0;7.0;;;34.0;542.0
Wisch-G0295;63;117;1405.0;417.0;650.0;506.0;631.0;257.0;369.0;8.0;4.0;425.0;15.0;5.0;49.0;;;37.0;413.0
Wissenkerke-G1253;32;38;6.0;50.0;865.0;425.0;38.0;63.0;100.0;;138.0;;;;7.0;;;;176.0
Wittem-G0990;54;72;1462.0;5.0;95.0;;316.0;;2.0;2.0;;;15.0;;;36.0;;;101.0
Woensdrecht-G0873;70;46;1498.0;64.0;1.0;11.0;29.0;25.0;7.0;;1.0;;15.0;;;10.0;;;95.0
