RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Boeren Partij;D66;Communistische Partij van Nederland;Pacifistisch-Socialistische Partij (PSP);SGP;Gereformeerd Politiek Verbond (GPV);Noodraad;Christen-Democratische Unie;Partij voor Ongehuwden;Landsbelangen;Liberale Volkspartij;Lijst Voogd;Lijst van Breukelen-Grein;Lijst-Machiela;Lijst-Germeaux;Partij van het Recht;CNVP;Lijst-Rodemond;@abs
Rucphen-G0840;455;;4842.0;734;264;117.0;64.0;1770;160.0;104.0;55.0;29.0;48.0;165.0;48.0;40.0;31.0;14.0;18.0;;24.0;;;;;344.0
Ruinen-G0127;117;;47.0;1164;839;443.0;282.0;400;64.0;20.0;22.0;6.0;15.0;8.0;15.0;24.0;45.0;3.0;;;;;;;;163.0
Ruinerwold-G0128;51;;10.0;481;526;351.0;157.0;161;21.0;4.0;5.0;1.0;36.0;16.0;5.0;9.0;23.0;3.0;;;;;;;;34.0
Ruurlo-G0278;86;;839.0;869;772;203.0;158.0;478;48.0;12.0;28.0;2.0;5.0;10.0;7.0;7.0;2.0;4.0;1.0;;;;;;;109.0
Sas van Gent-G0704;166;;1061.0;668;291;44.0;44.0;125;67.0;41.0;60.0;13.0;13.0;21.0;23.0;26.0;8.0;5.0;1.0;;;;;;;122.0
Sassenheim-G0604;75;;2275.0;487;561;1107.0;660.0;135;258.0;35.0;71.0;45.0;8.0;24.0;56.0;2.0;8.0;10.0;2.0;2.0;;;;;;257.0
Schaesberg-G0960;533;;4214.0;1323;431;175.0;149.0;439;317.0;300.0;191.0;8.0;16.0;127.0;72.0;52.0;30.0;14.0;15.0;51.0;;7.0;;;;275.0
Schagen-G0441;36;;873.0;984;674;188.0;102.0;116;188.0;83.0;109.0;6.0;10.0;17.0;15.0;21.0;17.0;9.0;;;;;;;;183.0
Schaijk-G0843;61;;1949.0;102;69;47.0;8.0;202;84.0;3.0;9.0;3.0;3.0;16.0;7.0;10.0;11.0;2.0;1.0;;;;;;;90.0
Scheemda-G0039;121;;65.0;1650;380;680.0;645.0;145;66.0;484.0;103.0;7.0;40.0;24.0;20.0;14.0;11.0;7.0;;;;;;;;190.0
Schellinkhout-G0442;6;;21.0;126;73;17.0;13.0;31;10.0;8.0;28.0;;1.0;3.0;2.0;1.0;3.0;;;;;;;;;14.0
Schelluinen-G0605;9;;11.0;141;60;62.0;32.0;20;12.0;6.0;10.0;69.0;2.0;2.0;2.0;5.0;1.0;1.0;;;;;;;;21.0
Schermerhorn-G0443;10;;254.0;117;36;101.0;28.0;40;16.0;5.0;4.0;1.0;1.0;5.0;3.0;5.0;7.0;1.0;;;;;;;;17.0
Scherpenisse-G0705;24;;1.0;161;62;42.0;98.0;48;1.0;1.0;11.0;285.0;5.0;3.0;3.0;2.0;;1.0;2.0;;;;;;;97.0
Scherpenzeel-G0279;33;;42.0;651;239;337.0;714.0;181;42.0;5.0;23.0;289.0;7.0;4.0;10.0;6.0;2.0;6.0;2.0;;;;;;;103.0
Schiedam-G0606;1258;;9929.0;16524;4134;3997.0;3630.0;990;1829.0;2251.0;1843.0;604.0;342.0;285.0;278.0;263.0;69.0;67.0;38.0;;;;;;;2325.0
Schiermonnikoog-G0088;10;;3.0;130;66;158.0;51.0;17;14.0;9.0;10.0;;4.0;;;;;;;;;;;;;30.0
Schijndel-G0844;281;;5237.0;658;236;148.0;51.0;816;240.0;75.0;53.0;5.0;8.0;95.0;27.0;66.0;47.0;18.0;8.0;;;;;;;231.0
Schimmert-G0961;54;;1068.0;62;52;19.0;3.0;97;20.0;4.0;7.0;;;18.0;2.0;5.0;4.0;6.0;1.0;10.0;;1.0;;;;38.0
Schinnen-G0962;122;;2161.0;244;93;38.0;23.0;141;68.0;27.0;24.0;5.0;5.0;30.0;12.0;14.0;11.0;4.0;5.0;45.0;;6.0;;;;134.0
Schinveld-G0963;138;;1711.0;227;59;34.0;20.0;198;39.0;53.0;29.0;;5.0;37.0;10.0;19.0;17.0;7.0;;28.0;;2.0;;;;92.0
Schipluiden-G0607;28;;1800.0;170;216;525.0;485.0;92;83.0;18.0;35.0;52.0;31.0;15.0;13.0;13.0;4.0;2.0;2.0;;;;;;;117.0
Schoondijke-G0706;60;;227.0;369;218;178.0;89.0;27;10.0;4.0;6.0;27.0;11.0;3.0;1.0;13.0;1.0;;;;;;;;;48.0
Schoonebeek-G0129;82;;1220.0;730;192;474.0;761.0;169;41.0;60.0;32.0;5.0;18.0;24.0;9.0;3.0;4.0;3.0;;;;;;;;115.0
Schoonhoven-G0608;73;;627.0;1069;445;742.0;378.0;111;134.0;48.0;39.0;231.0;21.0;18.0;29.0;16.0;7.0;4.0;1.0;1.0;;;;;;144.0
Schoonrewoerd-G0609;5;;13.0;113;44;157.0;121.0;48;8.0;;2.0;184.0;1.0;2.0;;1.0;;;1.0;;;;;;;27.0
Schoorl-G0444;52;;741.0;699;434;99.0;74.0;112;100.0;67.0;130.0;3.0;5.0;13.0;14.0;11.0;12.0;2.0;2.0;;;;;;;138.0
Sevenum-G0964;54;;2438.0;63;32;26.0;6.0;122;14.0;5.0;9.0;1.0;;9.0;5.0;9.0;5.0;4.0;;1.0;;;;;;86.0
's-Graveland-G0390;120;;945.0;668;457;501.0;605.0;219;265.0;86.0;102.0;104.0;34.0;21.0;49.0;20.0;15.0;2.0;4.0;;;;;;;209.0
's-Gravendeel-G0517;71;;34.0;1160;285;718.0;581.0;90;42.0;17.0;32.0;257.0;17.0;9.0;10.0;15.0;2.0;1.0;;;;;;;;195.0
's-Gravenhage-G0518;9772;;55988.0;93301;62124;31585.0;25491.0;11706;22812.0;11774.0;14701.0;3729.0;1387.0;2026.0;1986.0;4129.0;603.0;944.0;224.0;197.0;;;;237.0;;26745.0
's-Gravenmoer-G0787;21;;52.0;44;37;409.0;240.0;44;12.0;4.0;1.0;28.0;9.0;4.0;6.0;4.0;7.0;3.0;;;;;;;;26.0
's-Gravenpolder-G0666;14;;72.0;79;22;108.0;239.0;35;2.0;;23.0;298.0;2.0;2.0;5.0;3.0;1.0;;;;;;;;;43.0
's-Gravenzande-G0519;151;;510.0;1267;769;1405.0;1367.0;223;121.0;19.0;34.0;350.0;31.0;17.0;29.0;20.0;5.0;1.0;2.0;;;;;;;203.0
's-Heer Abtskerke-G0669;4;;31.0;14;23;21.0;98.0;21;;;2.0;13.0;1.0;1.0;1.0;;;;;;;;;;;19.0
's-Heer Arendskerke-G0670;73;;552.0;350;207;599.0;717.0;88;25.0;9.0;37.0;186.0;17.0;14.0;9.0;16.0;;5.0;4.0;;;;;;;130.0
's-Heerenhoek-G0671;23;;697.0;35;32;14.0;16.0;45;20.0;6.0;4.0;1.0;;;3.0;2.0;2.0;;2.0;;;;;;;33.0
's-Hertogenbosch-G0796;1541;;19895.0;6371;3617;1576.0;657.0;2477;2529.0;854.0;877.0;58.0;112.0;464.0;355.0;413.0;673.0;88.0;39.0;;;;;;;2140.0
Sijbekarspel-G0447;8;;324.0;169;116;27.0;8.0;49;16.0;4.0;27.0;;;;4.0;3.0;1.0;2.0;;;;;;;;28.0
Simpelveld-G0965;210;;2092.0;266;188;51.0;13.0;167;55.0;55.0;29.0;4.0;;29.0;16.0;17.0;8.0;8.0;22.0;6.0;;10.0;;;;152.0
Sint Annaland-G0708;47;;8.0;345;117;211.0;118.0;73;15.0;4.0;11.0;593.0;;7.0;1.0;4.0;;;2.0;;;;;;;223.0
Sint Geertruid-G0966;15;;502.0;20;10;7.0;3.0;63;12.0;;6.0;;;;3.0;2.0;1.0;;1.0;;;9.0;;;;11.0
Sint Jansteen-G0709;133;;1051.0;224;117;32.0;20.0;302;49.0;11.0;11.0;2.0;2.0;24.0;6.0;25.0;7.0;4.0;1.0;;;;;;;103.0
Sint Maarten-G0445;11;;191.0;183;99;135.0;7.0;41;15.0;22.0;45.0;;4.0;8.0;3.0;3.0;24.0;1.0;;;;;;;;17.0
Sint Maartensdijk-G0711;64;;19.0;637;150;99.0;173.0;52;15.0;13.0;16.0;411.0;5.0;7.0;2.0;3.0;2.0;;2.0;;;;;;;128.0
Sint Odiliënberg-G0967;78;;810.0;52;35;16.0;10.0;111;17.0;10.0;7.0;1.0;1.0;6.0;2.0;9.0;5.0;;2.0;;;3.0;;;;51.0
Sint Pancras-G0446;10;;79.0;277;194;229.0;223.0;78;42.0;25.0;43.0;25.0;12.0;5.0;11.0;10.0;8.0;2.0;;;;;;;;82.0
Sint Philipsland-G0712;26;;7.0;125;60;139.0;209.0;15;2.0;8.0;8.0;656.0;5.0;2.0;3.0;2.0;;;1.0;;;;;;;121.0
Sint-Michielsgestel-G0845;169;;2793.0;414;375;119.0;59.0;481;195.0;38.0;44.0;4.0;13.0;94.0;27.0;26.0;43.0;12.0;17.0;;;;;;;188.0
Sint-Oedenrode-G0846;164;;4570.0;441;316;118.0;66.0;351;158.0;54.0;48.0;3.0;5.0;68.0;32.0;30.0;20.0;6.0;7.0;;;;;;;158.0
Sittard-G0968;1077;;9091.0;2492;1095;406.0;202.0;849;814.0;328.0;259.0;21.0;38.0;189.0;69.0;122.0;135.0;38.0;22.0;87.0;;26.0;;;;806.0
Sleen-G0130;186;;64.0;1806;762;513.0;403.0;203;39.0;237.0;37.0;7.0;10.0;25.0;23.0;19.0;1.0;4.0;;;;;;;;131.0
Slenaken-G0969;16;;187.0;28;10;11.0;2.0;50;7.0;1.0;3.0;;2.0;4.0;2.0;1.0;;1.0;;;;2.0;;;;43.0
Sliedrecht-G0610;271;;158.0;3939;913;1272.0;1157.0;180;192.0;195.0;293.0;1742.0;103.0;38.0;24.0;31.0;8.0;8.0;4.0;;;;;;;713.0
Slochteren-G0040;356;;119.0;2761;1074;1075.0;757.0;723;118.0;194.0;306.0;16.0;597.0;47.0;27.0;26.0;21.0;13.0;;;;;;;;385.0
Sloten (F)-G0089;1;;47.0;83;13;78.0;133.0;23;9.0;3.0;2.0;7.0;3.0;;3.0;;3.0;;;;;;;;;29.0
Sluis-G0713;66;;580.0;298;221;42.0;129.0;103;36.0;10.0;20.0;5.0;3.0;8.0;10.0;20.0;2.0;5.0;;;;;;;;92.0
Smallingerland-G0090;387;;549.0;6481;1155;5393.0;1504.0;472;471.0;740.0;628.0;91.0;662.0;59.0;46.0;43.0;9.0;14.0;5.0;;7.0;;;;;815.0
Smilde-G0131;95;;18.0;1239;256;1076.0;907.0;197;57.0;39.0;63.0;3.0;85.0;23.0;13.0;20.0;4.0;4.0;;;;;;;;135.0
Sneek-G0091;400;;1495.0;4131;1153;2686.0;1981.0;333;372.0;463.0;400.0;53.0;100.0;53.0;99.0;48.0;17.0;18.0;6.0;;15.0;;;;;718.0
Snelrewaard-G0341;5;;217.0;7;11;44.0;38.0;24;3.0;1.0;2.0;26.0;;;2.0;1.0;1.0;;;;1.0;;;;;24.0
Soest-G0342;583;;4411.0;2904;3085;2272.0;1386.0;917;887.0;203.0;426.0;234.0;114.0;95.0;268.0;103.0;27.0;28.0;11.0;;7.0;;;;;1115.0
Someren-G0847;170;;4978.0;271;186;91.0;66.0;422;100.0;16.0;23.0;1.0;8.0;49.0;7.0;22.0;18.0;3.0;4.0;;;;;;;195.0
Son en Breugel-G0848;98;;2572.0;284;673;176.0;57.0;175;277.0;18.0;43.0;3.0;6.0;30.0;16.0;19.0;5.0;7.0;10.0;;;;;;;172.0
Spaubeek-G0970;62;;919.0;95;59;14.0;8.0;76;3.0;11.0;11.0;1.0;;18.0;30.0;18.0;9.0;2.0;;;;2.0;;;;39.0
Spijkenisse-G0612;263;;825.0;3665;1115;1339.0;786.0;172;872.0;267.0;410.0;185.0;34.0;63.0;83.0;27.0;18.0;26.0;10.0;;;;;;;413.0
Sprang-Capelle-G0849;107;;175.0;456;194;806.0;1032.0;353;52.0;35.0;15.0;414.0;19.0;20.0;41.0;20.0;12.0;6.0;5.0;;;;;;;206.0
Stad Delden-G0179;31;;1464.0;459;405;153.0;119.0;106;120.0;20.0;32.0;7.0;1.0;10.0;12.0;6.0;3.0;1.0;3.0;;;;;;;106.0
Standdaarbuiten-G0850;20;;1013.0;41;37;20.0;18.0;52;19.0;3.0;3.0;;2.0;12.0;5.0;8.0;;1.0;1.0;;2.0;;;;;36.0
Staphorst-G0180;48;;13.0;558;412;980.0;620.0;623;52.0;19.0;15.0;1633.0;381.0;15.0;11.0;8.0;8.0;8.0;17.0;;;;;;;240.0
Stavenisse-G0714;24;;4.0;179;59;48.0;99.0;48;3.0;1.0;4.0;369.0;;1.0;1.0;6.0;;;3.0;;;;;;;142.0
Stavoren-G0092;12;;6.0;94;25;157.0;197.0;14;16.0;3.0;4.0;2.0;2.0;6.0;5.0;4.0;4.0;;;;;;;;;44.0
Stedum-G0041;21;;10.0;243;102;429.0;266.0;41;7.0;17.0;4.0;1.0;48.0;2.0;6.0;3.0;;1.0;;;;;;;;49.0
Steenbergen-G0851;317;;3603.0;499;364;152.0;174.0;874;177.0;76.0;91.0;35.0;14.0;87.0;60.0;43.0;24.0;20.0;5.0;;424.0;;;;;282.0
Steenderen-G0280;31;;1103.0;331;148;316.0;356.0;131;9.0;10.0;11.0;14.0;1.0;2.0;4.0;3.0;1.0;;1.0;;;;;;;50.0
Steenwijk-G0181;147;;391.0;2530;713;833.0;1208.0;201;166.0;208.0;112.0;41.0;128.0;20.0;38.0;27.0;6.0;7.0;3.0;;;;;;;261.0
Steenwijkerwold-G0182;95;;740.0;1403;339;356.0;1031.0;343;123.0;72.0;82.0;22.0;104.0;12.0;23.0;11.0;15.0;4.0;;;;;;;;
Stein-G0971;383;;3201.0;603;166;89.0;76.0;353;221.0;88.0;71.0;9.0;9.0;83.0;41.0;20.0;55.0;32.0;3.0;24.0;;12.0;;;;246.0
Stevensweert-G0972;47;;584.0;57;23;6.0;3.0;86;7.0;9.0;7.0;1.0;;1.0;3.0;7.0;1.0;;2.0;2.0;;;;;;43.0
Stiphout-G1196;57;;933.0;112;160;32.0;20.0;67;86.0;19.0;17.0;1.0;2.0;25.0;14.0;6.0;1.0;3.0;1.0;;;;;;;51.0
Stolwijk-G0615;46;;25.0;628;472;275.0;96.0;111;81.0;19.0;39.0;330.0;5.0;5.0;5.0;7.0;4.0;1.0;16.0;1.0;;;;;;65.0
Stoutenburg-G0343;18;;846.0;74;19;66.0;120.0;45;13.0;6.0;3.0;56.0;6.0;4.0;3.0;4.0;;;;;;;;;;49.0
Stramproy-G0973;56;;1407.0;46;53;21.0;9.0;119;65.0;8.0;12.0;2.0;3.0;22.0;12.0;6.0;3.0;1.0;6.0;3.0;;1.0;;;;68.0
Streefkerk-G0616;19;;6.0;218;96;253.0;157.0;40;11.0;7.0;6.0;214.0;5.0;4.0;2.0;2.0;3.0;2.0;2.0;;;;;;;82.0
Strijen-G0617;78;;49.0;1111;457;507.0;533.0;103;34.0;25.0;122.0;257.0;10.0;13.0;9.0;12.0;11.0;2.0;;;;;;;;182.0
Susteren-G0974;202;;2208.0;287;95;31.0;16.0;209;86.0;44.0;24.0;3.0;7.0;34.0;7.0;14.0;13.0;5.0;7.0;66.0;;16.0;;;;84.0
Swalmen-G0975;333;;2804.0;228;107;85.0;27.0;326;74.0;42.0;35.0;1.0;3.0;79.0;7.0;33.0;28.0;9.0;1.0;6.0;;4.0;;;;201.0
't Zandt-G0054;41;;15.0;590;204;444.0;202.0;63;12.0;16.0;21.0;3.0;22.0;11.0;5.0;2.0;11.0;1.0;;;;;;;;67.0
Tegelen-G0976;502;;6814.0;724;386;108.0;38.0;312;223.0;94.0;77.0;5.0;7.0;105.0;69.0;56.0;43.0;14.0;11.0;7.0;;8.0;;;;329.0
Ten Boer-G0009;67;;22.0;780;317;1001.0;235.0;150;35.0;75.0;71.0;1.0;290.0;11.0;8.0;9.0;12.0;1.0;;;;;;;;90.0
Ter Aar-G0480;44;;1704.0;78;143;315.0;398.0;153;73.0;14.0;24.0;74.0;10.0;22.0;10.0;9.0;1.0;3.0;2.0;15.0;;;;;;71.0
Terheijden-G0853;109;;2045.0;220;158;97.0;27.0;244;172.0;37.0;51.0;;9.0;41.0;18.0;21.0;13.0;5.0;1.0;;11.0;;;;;143.0
Termunten-G0042;114;;30.0;907;234;641.0;192.0;57;20.0;279.0;99.0;7.0;11.0;11.0;12.0;14.0;7.0;2.0;;;;;;;;493.0
Terneuzen-G0715;392;;2155.0;3283;1111;936.0;1359.0;327;357.0;109.0;181.0;654.0;171.0;60.0;39.0;56.0;12.0;11.0;9.0;;;;;;;829.0
Terschelling-G0093;55;;58.0;865;505;246.0;381.0;119;64.0;20.0;39.0;5.0;12.0;21.0;21.0;12.0;11.0;5.0;;;1.0;;;;;261.0
Teteringen-G0854;39;;1092.0;79;127;34.0;24.0;64;62.0;13.0;14.0;;;18.0;8.0;6.0;10.0;;2.0;;;;;;;60.0
Texel-G0448;87;;1300.0;1730;856;722.0;592.0;273;147.0;73.0;180.0;27.0;9.0;21.0;37.0;35.0;15.0;10.0;1.0;;;;;;;377.0
Tholen-G0716;51;;139.0;336;224;228.0;441.0;43;33.0;12.0;15.0;552.0;14.0;14.0;10.0;14.0;1.0;1.0;2.0;;;;;;;154.0
Thorn-G0977;41;;1027.0;50;24;21.0;6.0;87;9.0;4.0;3.0;1.0;;10.0;2.0;7.0;2.0;2.0;;2.0;;;;;;58.0
Tiel-G0281;246;;2474.0;4978;1288;559.0;704.0;418;350.0;145.0;166.0;44.0;79.0;53.0;39.0;37.0;36.0;7.0;3.0;;;;;;;574.0
Tienhoven (ZH)-G0618;0;;4.0;47;11;112.0;43.0;14;9.0;;1.0;39.0;;;;1.0;;;;;;;;;;4.0
Tietjerksteradeel-G0094;249;;191.0;3245;930;4124.0;2368.0;408;256.0;116.0;373.0;112.0;172.0;35.0;41.0;40.0;15.0;16.0;4.0;;28.0;;;;;638.0
Tilburg-G0855;3916;;40469.0;9346;7654;2550.0;986.0;5377;4542.0;1769.0;1746.0;91.0;147.0;1370.0;1025.0;907.0;697.0;183.0;97.0;;111.0;;;;;3277.0
Tubbergen-G0183;61;;6798.0;208;121;61.0;315.0;650;71.0;10.0;19.0;10.0;10.0;19.0;12.0;16.0;7.0;1.0;4.0;;;;;;;140.0
Twisk-G0449;12;;5.0;203;127;40.0;11.0;31;7.0;6.0;20.0;6.0;2.0;;;2.0;;1.0;;;;;;;;6.0
Ubach over Worms-G0978;525;;2587.0;838;184;100.0;74.0;466;243.0;351.0;155.0;5.0;8.0;96.0;50.0;37.0;23.0;16.0;8.0;31.0;;9.0;;;;212.0
Ubbergen-G0282;100;;3259.0;236;318;118.0;114.0;257;219.0;35.0;34.0;6.0;4.0;49.0;20.0;30.0;12.0;6.0;;;;;;;;238.0
Uden-G0856;249;;6360.0;713;748;326.0;163.0;745;561.0;63.0;62.0;5.0;25.0;131.0;73.0;40.0;35.0;19.0;4.0;;;;;;;158.0
Udenhout-G0857;78;;2424.0;141;138;54.0;18.0;102;75.0;7.0;13.0;2.0;3.0;22.0;13.0;15.0;16.0;7.0;;;;;;;;308.0
Uitgeest-G0450;60;;1490.0;620;340;125.0;66.0;89;151.0;275.0;97.0;5.0;12.0;18.0;22.0;28.0;3.0;8.0;1.0;;;;;;;103.0
Uithoorn-G0451;125;;2798.0;1096;890;667.0;591.0;236;548.0;103.0;144.0;18.0;16.0;53.0;63.0;26.0;16.0;6.0;4.0;;;;;;;244.0
Uithuizen-G0043;60;;356.0;816;356;642.0;387.0;71;44.0;140.0;32.0;9.0;135.0;7.0;11.0;2.0;4.0;2.0;;;;;;;;98.0
Uithuizermeeden-G0044;44;;21.0;595;249;800.0;768.0;83;24.0;22.0;16.0;7.0;382.0;7.0;8.0;11.0;3.0;3.0;;;;;;;;113.0
Ulestraten-G0979;37;;789.0;82;33;21.0;14.0;57;34.0;8.0;17.0;1.0;2.0;5.0;2.0;12.0;4.0;2.0;;4.0;;4.0;;;;44.0
Ulrum-G0045;29;;32.0;465;168;858.0;180.0;44;13.0;19.0;40.0;29.0;318.0;9.0;5.0;17.0;6.0;2.0;;;;;;;;100.0
Urk-G0184;17;;5.0;49;16;1723.0;332.0;73;6.0;8.0;6.0;735.0;230.0;2.0;3.0;11.0;;;4.0;;;;;;;154.0
Urmond-G0980;137;;1427.0;264;65;37.0;38.0;138;68.0;22.0;30.0;5.0;1.0;14.0;3.0;17.0;7.0;6.0;3.0;10.0;;4.0;;;;88.0
Ursem-G0452;14;;676.0;92;41;16.0;11.0;92;15.0;18.0;11.0;;4.0;5.0;;9.0;1.0;2.0;2.0;;;;;;;23.0
Usquert-G0046;26;;23.0;689;167;46.0;62.0;23;6.0;25.0;7.0;2.0;11.0;4.0;2.0;2.0;;;;;;;;;;35.0
Utingeradeel-G0095;62;;30.0;1357;382;363.0;417.0;83;56.0;34.0;183.0;37.0;9.0;11.0;8.0;7.0;7.0;4.0;;;;;;;;126.0
Utrecht-G0344;4479;;35355.0;45663;18271;14588.0;10693.0;5184;8333.0;4496.0;5280.0;1430.0;842.0;1655.0;974.0;948.0;369.0;279.0;95.0;;176.0;;;;;7197.0
Vaals-G0981;512;;3099.0;524;261;89.0;73.0;281;92.0;266.0;66.0;6.0;13.0;38.0;34.0;33.0;33.0;11.0;16.0;5.0;;16.0;;;;290.0
Valburg-G0283;68;;1683.0;676;223;506.0;716.0;377;92.0;31.0;31.0;312.0;16.0;26.0;18.0;12.0;5.0;2.0;2.0;;;;;;;240.0
Valkenburg (ZH)-G0619;25;;104.0;139;166;260.0;365.0;31;52.0;9.0;21.0;68.0;54.0;6.0;3.0;4.0;1.0;;;;;;;;;40.0
Valkenburg-Houthem-G0982;350;;4341.0;482;527;114.0;46.0;530;316.0;66.0;75.0;2.0;8.0;58.0;38.0;51.0;25.0;10.0;14.0;14.0;;26.0;;;;318.0
Valkenisse-G0720;49;;14.0;240;172;596.0;782.0;70;45.0;3.0;19.0;254.0;24.0;8.0;9.0;9.0;1.0;2.0;1.0;;;;;;;254.0
Valkenswaard-G0858;491;;6197.0;1282;845;357.0;129.0;777;570.0;110.0;454.0;18.0;18.0;118.0;72.0;77.0;42.0;22.0;8.0;;;;;;;406.0
Varik-G0284;21;;149.0;265;33;50.0;122.0;62;12.0;2.0;3.0;19.0;2.0;2.0;;;3.0;1.0;1.0;;;;;;;32.0
Veen-G0859;20;;2.0;123;22;91.0;146.0;57;6.0;4.0;2.0;245.0;9.0;2.0;3.0;1.0;9.0;;1.0;;;;;;;79.0
Veendam-G0047;403;;614.0;5042;1350;970.0;917.0;451;280.0;539.0;413.0;15.0;100.0;74.0;50.0;56.0;19.0;14.0;;;;;;;;498.0
Veenendaal-G0345;304;;559.0;2998;858;2945.0;3691.0;712;288.0;92.0;156.0;1811.0;157.0;48.0;138.0;32.0;16.0;13.0;14.0;;5.0;;;;;602.0
Veere-G0717;35;;16.0;137;136;976.0;430.0;37;26.0;9.0;8.0;220.0;116.0;5.0;14.0;5.0;1.0;2.0;;;;;;;;106.0
Veghel-G0860;278;;6047.0;515;465;194.0;68.0;433;326.0;44.0;68.0;6.0;14.0;105.0;46.0;47.0;30.0;16.0;9.0;;;;;;;306.0
Veldhoven-G0861;414;;7241.0;1217;1012;514.0;255.0;540;689.0;118.0;217.0;14.0;16.0;107.0;75.0;74.0;46.0;24.0;17.0;;;;;;;274.0
Velsen-G0453;881;;7171.0;9891;4285;3802.0;2444.0;1482;2443.0;2212.0;1949.0;221.0;242.0;292.0;451.0;265.0;83.0;43.0;34.0;;;;;;;2027.0
Venhuizen-G0454;50;;1080.0;343;170;46.0;32.0;112;43.0;21.0;78.0;1.0;;11.0;16.0;16.0;2.0;2.0;;;;;;;;81.0
Venlo-G0983;1869;;20252.0;2936;2798;586.0;318.0;1204;801.0;406.0;297.0;24.0;26.0;335.0;113.0;201.0;198.0;67.0;26.0;19.0;;17.0;;;;1336.0
Venray-G0984;398;;8665.0;662;288;140.0;50.0;453;207.0;52.0;92.0;7.0;7.0;76.0;33.0;54.0;24.0;9.0;6.0;9.0;;10.0;;;;1915.0
Vessem, Wintelre en Knegsel-G0862;26;;1349.0;63;142;29.0;11.0;75;71.0;4.0;15.0;;2.0;7.0;18.0;4.0;;4.0;2.0;;;;;;;32.0
Vianen-G0620;55;;770.0;989;306;391.0;523.0;84;114.0;44.0;67.0;163.0;21.0;11.0;34.0;7.0;4.0;3.0;1.0;;;;;;;138.0
Vierlingsbeek-G0863;83;;2710.0;90;54;45.0;19.0;162;39.0;4.0;19.0;1.0;3.0;24.0;6.0;11.0;1.0;6.0;2.0;;;;;;;103.0
Vierpolders-G0621;23;;24.0;252;123;79.0;67.0;45;17.0;19.0;27.0;10.0;1.0;2.0;3.0;8.0;;2.0;;;;;;;;45.0
Vinkeveen en Waverveen-G0346;66;;1503.0;174;398;340.0;410.0;269;112.0;34.0;34.0;121.0;12.0;22.0;9.0;13.0;6.0;2.0;1.0;;2.0;;;;;123.0
Vlaardingen-G0622;883;;4064.0;14485;3781;5451.0;5355.0;739;2000.0;1199.0;1613.0;1285.0;340.0;218.0;244.0;196.0;56.0;56.0;25.0;;;;;;;2219.0
Vlagtwedde-G0048;373;;1528.0;2857;858;923.0;1523.0;852;117.0;528.0;210.0;16.0;69.0;88.0;44.0;57.0;14.0;14.0;;;;;;;;542.0
Vledder-G0132;42;;78.0;666;249;146.0;154.0;121;27.0;41.0;42.0;4.0;8.0;8.0;7.0;5.0;5.0;2.0;;;;;;;;82.0
Vleuten-De Meern-G0347;67;;2634.0;554;629;492.0;737.0;198;199.0;25.0;62.0;78.0;37.0;23.0;26.0;16.0;11.0;4.0;2.0;;1.0;;;;;184.0
Vlieland-G0096;6;;11.0;279;80;49.0;59.0;17;30.0;7.0;7.0;1.0;6.0;5.0;9.0;2.0;;3.0;1.0;;;;;;;
Vlijmen-G0864;259;;3633.0;407;324;154.0;94.0;671;250.0;58.0;38.0;3.0;13.0;82.0;40.0;22.0;50.0;9.0;1.0;;;;;;;234.0
