RegioNaam;@invalid;@blank;KVP;PvdA;VVD;ARP;CHU;Pacifistisch-Socialistische Partij (PSP);Communistische Partij van Nederland;SGP;Boeren Partij;Gereformeerd Politiek Verbond (GPV);Partij Economisch Appel;Liberale Staatspartij;"Liberale Unie ""Veilig Verkeer""";Nieuw-Democratische Partij;CNVP;Lijst Grol;Volksreferendum;@abs
Leeuwarden-G0080;882;;4869.0;20206;4763.0;7457.0;4704.0;2363.0;810.0;159.0;349;335.0;179.0;113.0;29.0;66.0;;;;2562.0
Leeuwarderadeel-G0081;52;;35.0;1241;288.0;649.0;194.0;188.0;23.0;2.0;100;4.0;18.0;2.0;3.0;4.0;;;;117.0
Leiden-G0546;1388;;11574.0;19659;6207.0;3611.0;5694.0;2465.0;2110.0;668.0;659;220.0;293.0;207.0;163.0;77.0;38.0;;;2632.0
Leiderdorp-G0547;52;;777.0;830;767.0;926.0;677.0;93.0;16.0;90.0;68;11.0;23.0;15.0;5.0;1.0;1.0;;;138.0
Leidschendam-G0548;161;;4518.0;1295;1471.0;640.0;826.0;187.0;35.0;69.0;154;39.0;32.0;44.0;24.0;11.0;14.0;;;576.0
Leimuiden-G0549;11;;776.0;160;60.0;259.0;205.0;18.0;6.0;14.0;13;2.0;3.0;1.0;2.0;7.0;;;;58.0
Lekkerkerk-G0550;51;;66.0;1381;665.0;298.0;111.0;130.0;24.0;371.0;89;1.0;6.0;14.0;8.0;2.0;3.0;;;167.0
Lemsterland-G0082;130;;233.0;1403;161.0;797.0;887.0;100.0;260.0;58.0;170;5.0;18.0;5.0;;4.0;;;;274.0
Leusden-G0327;36;;758.0;439;321.0;230.0;395.0;51.0;12.0;161.0;42;46.0;11.0;11.0;;4.0;;;;111.0
Lexmond-G0551;11;;5.0;238;96.0;292.0;201.0;4.0;11.0;184.0;34;2.0;3.0;3.0;;;1.0;;;52.0
Lichtenvoorde-G0260;41;;5099.0;225;63.0;100.0;299.0;10.0;7.0;2.0;130;2.0;7.0;2.0;1.0;;;;;107.0
Liempde-G0806;16;;1244.0;41;4.0;1.0;;;2.0;;20;;2.0;1.0;2.0;;;;;10.0
Lienden-G0261;45;;41.0;1351;250.0;145.0;424.0;13.0;12.0;274.0;281;2.0;12.0;7.0;7.0;4.0;3.0;;;157.0
Lieshout-G0807;27;;1709.0;103;30.0;3.0;4.0;8.0;2.0;;59;;8.0;1.0;4.0;2.0;;;;82.0
Limbricht-G0931;70;;1449.0;96;9.0;4.0;1.0;3.0;5.0;;38;;6.0;;1.0;1.0;;;;35.0
Limmen-G0418;9;;1324.0;88;60.0;13.0;8.0;36.0;14.0;1.0;54;;7.0;2.0;4.0;4.0;;;;53.0
Linne-G0932;73;;1267.0;104;21.0;1.0;4.0;5.0;6.0;;22;2.0;5.0;2.0;3.0;5.0;;;;44.0
Linschoten-G0328;15;;358.0;104;93.0;165.0;212.0;11.0;3.0;214.0;24;2.0;2.0;2.0;1.0;;2.0;;;63.0
Lisse-G0553;59;;3848.0;651;386.0;613.0;866.0;49.0;17.0;466.0;82;50.0;13.0;7.0;6.0;3.0;2.0;;;225.0
Lith-G0808;41;;1863.0;113;12.0;9.0;28.0;8.0;2.0;3.0;94;1.0;1.0;3.0;;2.0;;;;110.0
Lochem-G0262;102;;452.0;1935;894.0;262.0;477.0;280.0;127.0;13.0;176;9.0;30.0;32.0;11.0;11.0;;;;144.0
Loenen-G0329;38;;382.0;334;298.0;239.0;364.0;37.0;8.0;93.0;31;31.0;9.0;14.0;3.0;2.0;;;;77.0
Loenersloot-G1105;6;;106.0;47;21.0;63.0;73.0;8.0;1.0;47.0;14;;5.0;3.0;1.0;;2.0;;;36.0
Loon op Zand-G0809;166;;6561.0;387;80.0;56.0;98.0;14.0;12.0;117.0;234;3.0;67.0;14.0;13.0;7.0;;;;154.0
Loosdrecht-G0330;81;;332.0;674;984.0;502.0;498.0;140.0;59.0;156.0;118;62.0;44.0;38.0;14.0;11.0;5.0;;;277.0
Lopik-G0331;38;;615.0;524;97.0;535.0;404.0;2.0;12.0;338.0;72;12.0;6.0;3.0;4.0;2.0;;;;92.0
Loppersum-G0024;47;;12.0;593;248.0;684.0;146.0;23.0;8.0;9.0;32;117.0;9.0;1.0;;;;;;104.0
Losser-G0168;190;;6150.0;1203;220.0;76.0;663.0;55.0;393.0;13.0;239;7.0;23.0;17.0;13.0;4.0;;;;200.0
Luyksgestel-G0810;13;;712.0;36;7.0;2.0;9.0;3.0;1.0;1.0;42;;4.0;;;;;;;3.0
Maarheeze-G0811;48;;2140.0;123;32.0;12.0;6.0;6.0;16.0;1.0;75;2.0;6.0;2.0;3.0;2.0;;;;50.0
Maarn-G0332;42;;181.0;526;453.0;225.0;428.0;41.0;13.0;150.0;89;8.0;20.0;18.0;1.0;4.0;1.0;;;101.0
Maarssen-G0333;122;;1511.0;1583;509.0;819.0;1326.0;125.0;51.0;167.0;118;8.0;23.0;12.0;17.0;2.0;3.0;;;269.0
Maartensdijk-G0334;77;;368.0;828;620.0;629.0;599.0;130.0;26.0;480.0;121;33.0;31.0;29.0;7.0;6.0;2.0;;;213.0
Maasbracht-G0933;67;;2001.0;154;53.0;97.0;105.0;8.0;13.0;13.0;31;3.0;8.0;7.0;1.0;3.0;;;;577.0
Maasbree-G0934;58;;3100.0;52;18.0;5.0;5.0;1.0;8.0;1.0;73;3.0;9.0;;2.0;3.0;;;;108.0
Maasdam-G0554;17;;6.0;381;180.0;137.0;215.0;14.0;;131.0;21;1.0;1.0;5.0;1.0;;;;;47.0
Maasdriel-G0263;59;;2437.0;201;28.0;30.0;141.0;3.0;7.0;32.0;107;1.0;11.0;1.0;5.0;;4.0;;;158.0
Maasland-G0555;12;;410.0;125;189.0;758.0;680.0;21.0;1.0;51.0;36;20.0;4.0;1.0;;2.0;;;;42.0
Maassluis-G0556;145;;693.0;2570;628.0;1834.0;1434.0;297.0;56.0;196.0;33;54.0;13.0;21.0;3.0;6.0;5.0;;;337.0
Maastricht-G0935;2096;;30630.0;11971;2107.0;297.0;315.0;580.0;540.0;49.0;585;71.0;567.0;143.0;239.0;106.0;;;;2670.0
Made en Drimmelen-G0812;101;;2928.0;254;79.0;86.0;113.0;14.0;15.0;15.0;61;4.0;29.0;2.0;9.0;13.0;;;;158.0
Margraten-G0936;34;;892.0;36;8.0;1.0;2.0;1.0;3.0;1.0;79;1.0;8.0;1.0;2.0;2.0;;;;
Markelo-G0169;71;;204.0;1347;679.0;240.0;621.0;22.0;15.0;31.0;551;4.0;8.0;11.0;4.0;4.0;;;;152.0
Marken-G0419;4;;2.0;130;16.0;290.0;379.0;4.0;6.0;4.0;11;;10.0;1.0;1.0;;;;;44.0
Marum-G0025;72;;30.0;1269;477.0;1042.0;163.0;218.0;67.0;18.0;539;49.0;6.0;12.0;2.0;7.0;;;;151.0
Maurik-G0264;40;;180.0;1345;218.0;171.0;479.0;18.0;12.0;60.0;176;5.0;7.0;15.0;4.0;3.0;13.0;;;134.0
Medemblik-G0420;27;;1113.0;601;136.0;188.0;141.0;45.0;88.0;13.0;37;1.0;9.0;3.0;8.0;3.0;;;;263.0
Meeden-G0026;29;;8.0;497;121.0;248.0;56.0;27.0;40.0;4.0;22;21.0;4.0;4.0;1.0;5.0;;;;24.0
Meerkerk-G0557;12;;9.0;361;172.0;351.0;143.0;7.0;2.0;127.0;18;4.0;4.0;8.0;;;;;;43.0
Meerlo-G0937;15;;1529.0;30;6.0;3.0;1.0;1.0;;;35;1.0;3.0;1.0;3.0;;;;;36.0
Meerssen-G0938;201;;3501.0;401;105.0;15.0;19.0;10.0;24.0;;107;8.0;29.0;10.0;17.0;5.0;;;;166.0
Megen, Haren en Macharen-G0813;21;;1024.0;57;2.0;3.0;;2.0;3.0;;26;2.0;4.0;;2.0;1.0;;;;21.0
Meijel-G0941;33;;1578.0;47;9.0;1.0;5.0;2.0;1.0;;77;;1.0;2.0;2.0;2.0;;;;19.0
Melick en Herkenbosch-G0939;84;;1592.0;114;18.0;11.0;7.0;11.0;9.0;1.0;36;2.0;8.0;1.0;4.0;2.0;;;;58.0
Meliskerke-G1112;4;;;3;7.0;103.0;32.0;1.0;2.0;224.0;2;2.0;;1.0;1.0;;;;;32.0
Melissant-G1113;21;;21.0;284;58.0;135.0;154.0;5.0;3.0;310.0;44;2.0;;2.0;;;;;;83.0
Menaldumadeel-G0083;86;;322.0;2294;508.0;1306.0;835.0;271.0;22.0;7.0;208;11.0;18.0;7.0;2.0;9.0;;;;173.0
Meppel-G0119;200;;443.0;4257;1347.0;1476.0;1883.0;241.0;80.0;65.0;188;84.0;47.0;19.0;3.0;22.0;;;;
Merkelbeek-G0940;27;;764.0;49;8.0;2.0;5.0;3.0;6.0;;34;1.0;8.0;1.0;;2.0;;;;12.0
Mheer-G0942;17;;498.0;28;18.0;;;1.0;;;77;;4.0;4.0;2.0;;;;;34.0
Middelburg-G0687;296;;1129.0;4625;1480.0;2282.0;1950.0;286.0;72.0;934.0;99;89.0;70.0;60.0;22.0;15.0;9.0;;;633.0
Middelharnis-G0559;42;;94.0;853;346.0;499.0;183.0;33.0;8.0;684.0;149;9.0;5.0;11.0;;1.0;1.0;;;192.0
Middelie-G0421;10;;11.0;188;54.0;6.0;10.0;15.0;5.0;;23;;2.0;;2.0;1.0;;;;18.0
Middelstum-G0027;16;;11.0;326;124.0;682.0;133.0;20.0;19.0;5.0;20;93.0;2.0;3.0;;1.0;;;;27.0
Middenschouwen-G0688;18;;9.0;292;136.0;350.0;187.0;3.0;1.0;93.0;44;11.0;5.0;3.0;5.0;2.0;1.0;;;56.0
Midwolda-G0028;44;;14.0;731;159.0;655.0;622.0;29.0;120.0;22.0;44;5.0;9.0;9.0;;2.0;;;;105.0
Midwoud-G0422;9;;38.0;350;146.0;8.0;8.0;53.0;8.0;3.0;27;;5.0;;1.0;;;;;35.0
Mierlo-G0814;170;;3992.0;528;103.0;29.0;32.0;23.0;34.0;1.0;122;6.0;34.0;18.0;10.0;7.0;;;;109.0
Mijdrecht-G0336;57;;1588.0;413;223.0;599.0;571.0;54.0;12.0;134.0;85;39.0;9.0;5.0;8.0;1.0;2.0;;;122.0
Mijnsheerenland-G0564;13;;9.0;306;204.0;321.0;272.0;9.0;3.0;81.0;24;1.0;7.0;1.0;1.0;3.0;1.0;;;58.0
Mill en Sint Hubert-G0815;100;;3316.0;276;33.0;13.0;6.0;6.0;5.0;2.0;83;6.0;13.0;1.0;13.0;14.0;;;;110.0
Millingen aan de Rijn-G0265;75;;1690.0;275;32.0;7.0;15.0;9.0;4.0;3.0;50;;8.0;4.0;5.0;3.0;1.0;;;194.0
Moergestel-G0816;32;;1669.0;87;34.0;4.0;5.0;2.0;2.0;2.0;61;;10.0;4.0;;1.0;;;;45.0
Moerkapelle-G0560;6;;2.0;182;46.0;161.0;82.0;3.0;2.0;172.0;9;1.0;;;1.0;;;;;25.0
Molenaarsgraaf-G0561;5;;;77;32.0;116.0;16.0;;;106.0;15;2.0;;;;;;;;21.0
Monnickendam-G0423;35;;527.0;582;210.0;194.0;419.0;88.0;75.0;4.0;66;2.0;2.0;2.0;9.0;1.0;;;;88.0
Monster-G0562;75;;3783.0;990;504.0;870.0;685.0;41.0;26.0;702.0;75;95.0;43.0;15.0;2.0;7.0;4.0;;;267.0
Montfoort-G0335;11;;973.0;108;42.0;84.0;112.0;4.0;6.0;64.0;16;;1.0;;1.0;;;;;51.0
Montfort-G0943;139;;997.0;65;17.0;1.0;1.0;1.0;8.0;;45;1.0;7.0;1.0;7.0;1.0;;;;0.0
Mook en Middelaar-G0944;38;;1277.0;127;96.0;15.0;14.0;11.0;10.0;1.0;68;1.0;18.0;2.0;1.0;3.0;;;;76.0
Moordrecht-G0563;54;;287.0;834;319.0;359.0;150.0;48.0;10.0;233.0;42;4.0;9.0;4.0;4.0;5.0;2.0;;;93.0
Muiden-G0424;40;;489.0;721;280.0;310.0;499.0;65.0;37.0;36.0;61;3.0;10.0;8.0;6.0;8.0;;;;87.0
Munstergeleen-G0945;37;;1072.0;182;20.0;4.0;9.0;1.0;4.0;;56;;8.0;2.0;2.0;;;;;38.0
Muntendam-G0029;71;;42.0;1226;193.0;85.0;190.0;54.0;165.0;3.0;42;6.0;6.0;1.0;;3.0;;;;106.0
Naaldwijk-G0565;92;;3494.0;1479;928.0;1921.0;1456.0;43.0;23.0;185.0;123;23.0;33.0;11.0;2.0;7.0;1.0;;;275.0
Naarden-G0425;160;;1767.0;1975;2758.0;798.0;576.0;278.0;83.0;122.0;158;26.0;75.0;100.0;20.0;25.0;;12.0;;550.0
Nederhorst den Berg-G0426;28;;557.0;271;103.0;237.0;311.0;46.0;58.0;9.0;34;10.0;2.0;7.0;5.0;1.0;;;;94.0
Nederweert-G0946;162;;4526.0;160;33.0;17.0;10.0;8.0;10.0;2.0;168;3.0;14.0;5.0;5.0;4.0;;;;131.0
Neede-G0266;71;;1069.0;2309;531.0;293.0;377.0;87.0;23.0;3.0;141;50.0;10.0;12.0;2.0;5.0;;;;106.0
Neer-G0947;20;;1308.0;24;12.0;1.0;2.0;1.0;4.0;;31;;6.0;;2.0;1.0;;;;26.0
Nibbixwoud-G0427;8;;616.0;117;104.0;3.0;13.0;20.0;6.0;;12;;;;;2.0;;;;26.0
Nieuw- en Sint Joosland-G1117;10;;4.0;202;63.0;85.0;216.0;3.0;3.0;95.0;5;1.0;4.0;2.0;3.0;1.0;1.0;;;30.0
Nieuw-Beijerland-G0566;25;;11.0;361;99.0;81.0;44.0;7.0;4.0;301.0;2;1.0;1.0;;;1.0;1.0;;;86.0
Nieuwe Niedorp-G0428;17;;316.0;435;113.0;11.0;17.0;135.0;20.0;1.0;50;;4.0;;2.0;3.0;;;;32.0
Nieuwe Pekela-G0030;79;;204.0;1000;245.0;481.0;450.0;78.0;278.0;35.0;99;1.0;7.0;3.0;4.0;5.0;;;;282.0
Nieuwe Tonge-G1119;38;;5.0;440;82.0;201.0;37.0;9.0;3.0;310.0;72;;5.0;;;;2.0;;;95.0
Nieuwenhagen-G0948;240;;2793.0;703;46.0;26.0;24.0;22.0;129.0;3.0;77;3.0;33.0;2.0;14.0;11.0;;;;112.0
Nieuwer-Amstel-G1249;438;;6660.0;5742;6475.0;2802.0;2482.0;1023.0;331.0;175.0;398;142.0;262.0;501.0;116.0;57.0;;22.0;;1446.0
Nieuwerkerk aan den IJssel-G0567;56;;292.0;1047;455.0;329.0;593.0;73.0;12.0;375.0;69;14.0;9.0;10.0;3.0;6.0;1.0;;;164.0
Nieuweschans-G0031;57;;29.0;439;127.0;42.0;65.0;52.0;266.0;12.0;5;2.0;9.0;2.0;1.0;;;;;46.0
Nieuw-Ginneken-G0817;60;;2880.0;109;127.0;20.0;25.0;11.0;4.0;6.0;50;4.0;34.0;8.0;5.0;1.0;;;;73.0
Nieuwkoop-G0569;24;;1333.0;340;380.0;207.0;349.0;37.0;11.0;98.0;89;;12.0;6.0;4.0;4.0;1.0;;;87.0
Nieuwland-G0570;1;;1.0;82;42.0;93.0;29.0;2.0;2.0;74.0;8;6.0;;2.0;;;;;;22.0
Nieuw-Lekkerland-G0571;47;;32.0;857;159.0;405.0;297.0;35.0;24.0;811.0;35;44.0;10.0;1.0;;;1.0;;;136.0
Nieuwleusen-G0170;50;;23.0;510;239.0;376.0;950.0;12.0;2.0;116.0;361;68.0;9.0;1.0;4.0;6.0;;;;127.0
Nieuwolda-G0032;23;;12.0;486;160.0;151.0;148.0;11.0;14.0;3.0;25;1.0;2.0;2.0;;2.0;;;;51.0
Nieuwpoort-G0572;3;;4.0;143;61.0;144.0;37.0;1.0;;98.0;16;7.0;;3.0;;;1.0;;;37.0
Nieuwstadt-G0949;41;;725.0;69;7.0;;;2.0;4.0;;32;1.0;4.0;1.0;7.0;;;;;46.0
Nieuwveen-G0573;27;;562.0;137;64.0;193.0;252.0;10.0;5.0;39.0;16;3.0;1.0;1.0;3.0;1.0;1.0;;;47.0
Nieuwvliet-G0690;10;;3.0;124;82.0;10.0;28.0;5.0;3.0;1.0;16;;;2.0;;;1.0;;;10.0
Nieuw-Vossemeer-G0818;31;;713.0;54;17.0;5.0;17.0;6.0;;;24;;1.0;5.0;1.0;1.0;;;;41.0
Nigtevecht-G0337;13;;41.0;126;39.0;92.0;151.0;21.0;12.0;4.0;12;11.0;5.0;3.0;5.0;1.0;;;;25.0
Nijeveen-G0121;26;;4.0;211;155.0;222.0;237.0;11.0;7.0;1.0;52;4.0;1.0;;;4.0;;;;21.0
Nijkerk-G0267;138;;576.0;2038;270.0;1634.0;2358.0;29.0;31.0;690.0;314;66.0;19.0;7.0;4.0;3.0;;;;275.0
Nijmegen-G0268;2098;;42097.0;16181;4573.0;1358.0;2049.0;826.0;740.0;156.0;964;110.0;434.0;236.0;266.0;391.0;67.0;;;3338.0
Nisse-G0691;5;;57.0;68;14.0;29.0;85.0;;;54.0;17;3.0;;1.0;;;;;;27.0
Nistelrode-G0819;38;;2049.0;132;17.0;6.0;1.0;1.0;2.0;2.0;38;;6.0;;1.0;5.0;;;;47.0
Noorbeek-G0950;11;;411.0;5;5.0;4.0;2.0;;1.0;1.0;50;;3.0;;;;;;;3.0
Noordbroek-G1126;86;;47.0;527;193.0;23.0;63.0;75.0;66.0;1.0;49;5.0;7.0;4.0;;10.0;;;;72.0
Noorddijk-G1127;96;;58.0;791;352.0;154.0;125.0;102.0;45.0;4.0;97;67.0;14.0;5.0;1.0;6.0;;;;75.0
Noordeloos-G0574;4;;2.0;118;90.0;287.0;47.0;;;113.0;34;1.0;;;;;;;;24.0
Noordoostpolder-G0171;90;;2887.0;2706;1182.0;2507.0;1929.0;126.0;33.0;272.0;164;306.0;25.0;11.0;5.0;9.0;;;;434.0
Noordwijk-G0575;157;;3912.0;1347;721.0;939.0;1033.0;302.0;50.0;103.0;162;30.0;69.0;30.0;34.0;14.0;7.0;;;1277.0
Noordwijkerhout-G0576;64;;4358.0;254;255.0;75.0;298.0;29.0;24.0;13.0;112;;30.0;8.0;8.0;2.0;1.0;;;509.0
Nootdorp-G0577;19;;1085.0;150;147.0;83.0;167.0;3.0;2.0;20.0;57;4.0;6.0;3.0;2.0;3.0;1.0;;;72.0
Norg-G0120;84;;81.0;1110;636.0;364.0;202.0;39.0;10.0;2.0;249;29.0;10.0;8.0;3.0;3.0;;;;101.0
Nuenen, Gerwen en Nederwetten-G0820;110;;3186.0;331;187.0;50.0;107.0;35.0;6.0;;86;4.0;14.0;6.0;14.0;10.0;;;;113.0
Nuland-G0821;28;;1295.0;42;10.0;1.0;3.0;1.0;1.0;1.0;14;1.0;2.0;1.0;;1.0;;;;36.0
Numansdorp-G0578;47;;22.0;1219;238.0;455.0;331.0;14.0;3.0;305.0;61;1.0;8.0;2.0;1.0;1.0;1.0;;;120.0
Nuth-G0951;90;;2514.0;474;38.0;12.0;20.0;7.0;25.0;3.0;68;7.0;7.0;4.0;1.0;4.0;;;;68.0
Obbicht en Papenhoven-G0952;55;;860.0;105;17.0;10.0;4.0;1.0;8.0;;26;1.0;2.0;4.0;4.0;3.0;;;;55.0
Obdam-G0429;3;;1148.0;57;35.0;;5.0;4.0;2.0;;17;;;;1.0;3.0;;;;36.0
Odijk-G1131;7;;309.0;96;51.0;30.0;88.0;10.0;4.0;22.0;11;;8.0;1.0;4.0;;1.0;;;22.0
Odoorn-G0122;349;;353.0;3126;1157.0;507.0;762.0;144.0;170.0;13.0;216;102.0;12.0;12.0;6.0;7.0;;;;244.0
Oeffelt-G0822;14;;796.0;49;11.0;2.0;8.0;1.0;;1.0;20;;1.0;1.0;;;;;;21.0
Oegstgeest-G0579;72;;1653.0;1066;1941.0;886.0;1191.0;200.0;31.0;143.0;83;51.0;45.0;74.0;17.0;6.0;1.0;;;890.0
Ohé en Laak-G0953;17;;338.0;7;1.0;;2.0;;1.0;;13;1.0;;;;;;;;7.0
Oirsbeek-G0954;61;;1400.0;109;27.0;3.0;8.0;1.0;6.0;;48;;6.0;1.0;1.0;4.0;;;;50.0
Oirschot-G0823;75;;3639.0;198;68.0;15.0;18.0;7.0;7.0;1.0;102;3.0;17.0;5.0;5.0;4.0;;;;53.0
Oisterwijk-G0824;168;;3898.0;1144;239.0;109.0;37.0;41.0;26.0;13.0;213;;52.0;20.0;9.0;19.0;;;;36.0
Oldebroek-G0269;182;;339.0;1858;348.0;1378.0;1763.0;59.0;61.0;1144.0;333;457.0;14.0;15.0;13.0;12.0;;;;272.0
Oldehove-G0035;16;;1.0;290;163.0;476.0;83.0;5.0;2.0;3.0;15;122.0;6.0;2.0;;;;;;28.0
Oldekerk-G0036;12;;6.0;209;131.0;476.0;99.0;5.0;3.0;3.0;62;46.0;;;;;;;;51.0
Oldemarkt-G0172;10;;215.0;479;68.0;115.0;650.0;11.0;5.0;3.0;82;13.0;4.0;3.0;;;;;;67.0
Oldenzaal-G0173;187;;8104.0;1144;497.0;139.0;319.0;87.0;37.0;9.0;231;65.0;38.0;16.0;19.0;9.0;;;;365.0
Olst-G0174;61;;1220.0;1610;673.0;109.0;380.0;75.0;31.0;33.0;161;8.0;18.0;12.0;5.0;1.0;;;;109.0
Ommen-G0175;49;;649.0;1110;441.0;1550.0;2065.0;40.0;22.0;76.0;451;429.0;10.0;17.0;5.0;1.0;;;;71.0
Onstwedde-G1250;413;;1591.0;3862;740.0;2249.0;2590.0;278.0;435.0;74.0;236;307.0;27.0;16.0;8.0;15.0;;;;861.0
Ooltgensplaat-G1133;23;;293.0;481;72.0;228.0;188.0;12.0;5.0;267.0;61;4.0;1.0;2.0;;2.0;2.0;;;81.0
Oost- en West-Souburg-G1135;91;;306.0;1751;281.0;797.0;879.0;50.0;42.0;179.0;37;20.0;9.0;7.0;11.0;3.0;4.0;;;225.0
Oost-, West- en Middelbeers-G0825;8;;1240.0;48;9.0;;4.0;;1.0;1.0;22;1.0;3.0;2.0;;;;;;33.0
Oostburg-G0692;69;;702.0;650;362.0;156.0;138.0;21.0;10.0;50.0;50;11.0;7.0;14.0;3.0;5.0;1.0;;;104.0
Oostdongeradeel-G0084;51;;22.0;311;153.0;2343.0;1016.0;12.0;3.0;35.0;65;11.0;5.0;5.0;;1.0;;;;109.0
Oosterhesselen-G0123;84;;3.0;827;326.0;458.0;181.0;23.0;37.0;6.0;61;69.0;1.0;3.0;;1.0;;;;61.0
Oosterhout-G0826;435;;10549.0;1673;375.0;103.0;99.0;74.0;38.0;18.0;192;6.0;137.0;19.0;28.0;37.0;;;;375.0
Oosthuizen-G0430;12;;68.0;365;153.0;16.0;25.0;26.0;16.0;;33;1.0;3.0;4.0;3.0;4.0;;;;12.0
Oostkapelle-G1137;20;;2.0;126;108.0;283.0;229.0;11.0;1.0;140.0;35;11.0;5.0;5.0;3.0;;;;;67.0
Ooststellingwerf-G0085;380;;173.0;4166;834.0;1567.0;1186.0;693.0;345.0;36.0;524;100.0;14.0;10.0;4.0;20.0;;;;425.0
Oostvoorne-G0581;79;;107.0;1242;879.0;288.0;203.0;150.0;57.0;19.0;71;3.0;20.0;15.0;1.0;8.0;;;;135.0
Oostzaan-G0431;75;;128.0;1324;374.0;201.0;218.0;212.0;556.0;55.0;114;5.0;18.0;8.0;20.0;2.0;;;;168.0
Ootmarsum-G0176;7;;1195.0;88;37.0;7.0;36.0;15.0;3.0;;27;;2.0;4.0;;1.0;;;;
Ophemert-G0270;23;;15.0;352;69.0;38.0;180.0;10.0;4.0;26.0;57;1.0;2.0;14.0;1.0;;;;;42.0
Oploo, Sint Anthonis en Ledeacker-G0827;18;;2608.0;54;19.0;5.0;20.0;9.0;3.0;;41;;6.0;;1.0;3.0;;;;84.0
Opmeer-G0432;6;;1274.0;222;58.0;11.0;11.0;14.0;2.0;;23;;1.0;;1.0;;;;;17.0
Opperdoes-G0433;6;;4.0;87;23.0;298.0;117.0;3.0;3.0;76.0;34;;2.0;;2.0;;;;;6.0
Opsterland-G0086;331;;154.0;4536;997.0;1938.0;808.0;1035.0;506.0;48.0;625;373.0;32.0;4.0;8.0;33.0;;;;786.0
Oss-G0828;524;;10956.0;3096;830.0;193.0;163.0;114.0;80.0;19.0;312;15.0;166.0;33.0;47.0;75.0;;;;645.0
Ossendrecht-G0829;180;;1466.0;365;84.0;28.0;42.0;19.0;6.0;3.0;44;2.0;9.0;4.0;15.0;9.0;;;;
Oterleek-G0434;7;;56.0;244;91.0;14.0;13.0;60.0;5.0;2.0;33;1.0;1.0;;3.0;1.0;;;;23.0
Ottersum-G0955;60;;1422.0;89;25.0;5.0;7.0;7.0;9.0;;129;1.0;5.0;;4.0;1.0;;;;59.0
Ottoland-G0582;8;;;34;16.0;174.0;50.0;1.0;;59.0;11;;;1.0;;;;;;17.0
Oud- en Nieuw-Gastel-G0831;159;;3324.0;253;37.0;16.0;50.0;24.0;3.0;6.0;92;2.0;18.0;7.0;10.0;6.0;;;;80.0
Oud-Alblas-G0583;11;;5.0;137;37.0;186.0;119.0;4.0;1.0;223.0;29;4.0;;1.0;1.0;;;;;49.0
Oud-Beijerland-G0584;68;;179.0;1440;476.0;981.0;482.0;40.0;13.0;781.0;53;7.0;4.0;4.0;;1.0;1.0;;;262.0
Ouddorp-G1142;25;;26.0;275;169.0;359.0;174.0;12.0;3.0;1172.0;64;2.0;8.0;3.0;1.0;1.0;1.0;;;264.0
Oude Niedorp-G0436;7;;610.0;85;35.0;12.0;4.0;19.0;8.0;;12;;;;1.0;;;;;23.0
Oude Pekela-G0038;134;;343.0;2022;288.0;366.0;313.0;144.0;669.0;30.0;73;15.0;12.0;5.0;;7.0;;;;303.0
Oude Tonge-G1143;11;;414.0;505;130.0;124.0;75.0;6.0;5.0;262.0;68;1.0;;3.0;;;2.0;;;91.0
Oudelande-G0695;13;;43.0;111;47.0;59.0;136.0;2.0;;18.0;12;;;;;;;;;15.0
Oudenbosch-G0830;130;;3436.0;282;76.0;26.0;56.0;17.0;18.0;8.0;67;1.0;21.0;6.0;6.0;3.0;;;;117.0
Oudendijk-G0435;2;;30.0;151;34.0;6.0;6.0;12.0;11.0;1.0;15;;1.0;;1.0;;;;;12.0
Oudenhoorn-G0586;17;;6.0;280;99.0;25.0;47.0;5.0;7.0;8.0;68;1.0;;;;;1.0;;;24.0
Ouder-Amstel-G0437;56;;1454.0;709;454.0;371.0;540.0;111.0;45.0;52.0;118;6.0;28.0;9.0;26.0;7.0;;;;155.0
Ouderkerk aan den IJssel-G0587;31;;15.0;548;295.0;371.0;77.0;20.0;4.0;779.0;34;6.0;;3.0;3.0;;1.0;;;209.0
Oudewater-G0589;19;;1144.0;269;135.0;216.0;228.0;5.0;5.0;116.0;25;;12.0;4.0;3.0;1.0;;;;71.0
Oudorp-G0438;7;;672.0;297;94.0;48.0;32.0;32.0;18.0;1.0;16;;5.0;;1.0;1.0;;;;44.0
Oud-Vossemeer-G0696;31;;325.0;203;114.0;147.0;214.0;2.0;5.0;123.0;17;;3.0;;1.0;;3.0;;;57.0
Overasselt-G0271;11;;1317.0;34;3.0;2.0;11.0;;1.0;;69;;;;1.0;;;;;22.0
Overslag-G0697;4;;77.0;12;1.0;;6.0;;1.0;2.0;17;;;;;;;;;13.0
Ovezande-G0698;13;;600.0;27;22.0;3.0;72.0;;;1.0;25;;2.0;1.0;;;1.0;;;5.0
Pannerden-G0272;25;;768.0;43;9.0;1.0;3.0;;2.0;;14;;2.0;;1.0;;1.0;;;40.0
Papekop-G1151;2;;107.0;7;6.0;40.0;58.0;;;17.0;1;;;;1.0;;;;;7.0
Papendrecht-G0590;146;;412.0;2251;559.0;1141.0;577.0;188.0;66.0;599.0;40;33.0;13.0;31.0;1.0;5.0;4.0;;;413.0
Peize-G0124;110;;45.0;807;379.0;36.0;78.0;61.0;49.0;8.0;240;6.0;10.0;4.0;2.0;2.0;;;;102.0
