RegioNaam;@invalid;@blank;PvdA;KVP;VVD;ARP;D66;CHU;Democratisch Socialisten '70;Communistische Partij van Nederland;SGP;Politieke Partij Radikalen (PPR);Gereformeerd Politiek Verbond (GPV);Nederlandse Middenstands Partij;Pacifistisch-Socialistische Partij (PSP);Boeren Partij;Algemene Bejaarden Partij Nederland;Nederlands Appel;Nieuwe Roomse Partij;Kabouters;Bejaarden en Arbeidspartij;Binding Rechts;Democraten 2000;Bejaardenpartij 65+;Lijst van Velzen;Bejaarden Partij Algemeen Belang;Stichting Gedupeerde Groepen 18+ t/m 65;Landelijke Partij van Bejaarden;Partij van het Recht;Positief Sociaal Democraten;@abs
Lemsterland-G0082;25;;1209;185.0;163;836;174;730.0;126;375.0;71.0;18.0;60.0;166.0;30.0;48.0;11.0;4.0;4.0;9.0;16.0;9.0;1.0;;1.0;;;;;;1018
Leusden-G0327;35;;503;1542.0;695;360;290;546.0;328;25.0;231.0;63.0;168.0;72.0;30.0;38.0;7.0;18.0;14.0;7.0;7.0;4.0;1.0;;1.0;;1.0;1.0;;;704
Lexmond-G0551;5;;247;7.0;94;285;24;201.0;38;6.0;213.0;2.0;20.0;6.0;2.0;20.0;;5.0;1.0;4.0;2.0;1.0;;2.0;;;;;;;120
Lichtenvoorde-G0260;19;;345;4777.0;243;182;188;275.0;152;13.0;6.0;106.0;1.0;153.0;47.0;79.0;5.0;4.0;35.0;11.0;22.0;7.0;8.0;;1.0;;1.0;;;;1125
Liempde-G0806;21;;81;1094.0;67;13;103;6.0;20;7.0;2.0;22.0;1.0;25.0;11.0;53.0;10.0;2.0;4.0;7.0;4.0;5.0;2.0;;1.0;;;;;;305
Lienden-G0261;16;;1332;44.0;246;189;64;319.0;93;8.0;277.0;;23.0;52.0;6.0;229.0;10.0;4.0;1.0;2.0;7.0;6.0;4.0;;;;;;;;562
Lieshout-G0807;19;;212;1356.0;68;33;99;7.0;41;33.0;2.0;57.0;2.0;47.0;20.0;66.0;9.0;3.0;22.0;7.0;7.0;2.0;2.0;;;;;;;;456
Limbricht-G0931;41;;187;1247.0;41;16;110;10.0;56;12.0;1.0;21.0;;13.0;18.0;28.0;8.0;1.0;14.0;12.0;2.0;2.0;1.0;;1.0;;;;;;472
Limmen-G0418;8;;164;1039.0;125;33;114;10.0;86;48.0;1.0;51.0;6.0;9.0;25.0;154.0;4.0;3.0;25.0;15.0;5.0;;5.0;;2.0;;;;;;392
Linne-G0932;39;;217;904.0;68;13;87;7.0;69;9.0;;10.0;4.0;43.0;7.0;23.0;9.0;5.0;10.0;10.0;3.0;16.0;1.0;;;;;;;;434
Linschoten-G0328;9;;174;544.0;169;239;90;251.0;130;10.0;214.0;32.0;31.0;16.0;14.0;29.0;3.0;2.0;8.0;11.0;4.0;4.0;1.0;;1.0;;;;;;551
Lisse-G0553;26;;823;3030.0;1029;658;486;684.0;589;67.0;574.0;182.0;107.0;126.0;80.0;40.0;26.0;27.0;55.0;15.0;7.0;10.0;9.0;;7.0;;1.0;;;;1629
Lith-G0808;17;;173;1392.0;48;53;57;26.0;43;9.0;;20.0;6.0;64.0;23.0;65.0;7.0;3.0;17.0;5.0;9.0;1.0;;;3.0;;;;;;714
Lochem-G0262;43;;1858;375.0;863;389;318;331.0;276;140.0;5.0;45.0;32.0;176.0;121.0;69.0;12.0;12.0;9.0;6.0;14.0;20.0;3.0;;1.0;;;;;;1003
Loenen-G0329;25;;486;401.0;620;403;206;417.0;231;50.0;139.0;47.0;68.0;54.0;40.0;34.0;14.0;23.0;8.0;13.0;8.0;4.0;2.0;;;;;3.0;;;714
Loon op Zand-G0809;101;;638;4965.0;371;133;289;83.0;179;62.0;103.0;116.0;15.0;117.0;51.0;199.0;55.0;13.0;54.0;41.0;30.0;1.0;16.0;;7.0;;;;;;1987
Loosdrecht-G0330;25;;596;234.0;942;534;271;513.0;290;66.0;107.0;56.0;82.0;59.0;55.0;49.0;15.0;41.0;3.0;3.0;11.0;6.0;3.0;;6.0;;2.0;2.0;;;941
Lopik-G0331;29;;513;551.0;157;411;69;377.0;107;24.0;373.0;13.0;45.0;36.0;14.0;41.0;3.0;7.0;6.0;6.0;3.0;10.0;1.0;;1.0;;;3.0;;;531
Loppersum-G0024;22;;456;11.0;219;632;33;103.0;53;54.0;5.0;18.0;132.0;25.0;18.0;15.0;10.0;2.0;;2.0;5.0;1.0;3.0;;;;;;;;276
Losser-G0168;64;;1109;4865.0;303;154;342;500.0;193;478.0;7.0;399.0;18.0;152.0;51.0;171.0;40.0;20.0;13.0;18.0;24.0;14.0;8.0;;1.0;;;;;;2169
Luyksgestel-G0810;16;;83;642.0;28;10;35;3.0;17;1.0;1.0;15.0;1.0;16.0;9.0;39.0;1.0;2.0;3.0;1.0;5.0;;;;;;;;;;280
Maarheeze-G0811;19;;174;1901.0;109;28;162;14.0;89;21.0;2.0;22.0;6.0;19.0;26.0;94.0;8.0;3.0;26.0;8.0;4.0;2.0;4.0;;;;;;;;639
Maarn-G0332;13;;406;155.0;509;217;140;371.0;170;13.0;133.0;28.0;45.0;28.0;26.0;43.0;6.0;21.0;2.0;12.0;3.0;6.0;1.0;;3.0;;;;;;385
Maarssen-G0333;65;;1426;1145.0;754;808;443;896.0;400;95.0;168.0;116.0;88.0;87.0;69.0;62.0;11.0;35.0;5.0;15.0;14.0;5.0;10.0;;6.0;;3.0;5.0;;;1884
Maartensdijk-G0334;18;;699;276.0;702;637;300;454.0;279;49.0;522.0;66.0;95.0;40.0;61.0;36.0;11.0;16.0;2.0;6.0;5.0;12.0;1.0;;3.0;;;4.0;;;823
Maasbracht-G0933;50;;300;1508.0;135;97;138;77.0;113;22.0;4.0;12.0;13.0;61.0;20.0;56.0;19.0;18.0;10.0;1.0;18.0;4.0;7.0;;1.0;;;;;;1665
Maasbree-G0934;54;;147;2633.0;173;34;115;6.0;97;10.0;;23.0;4.0;11.0;18.0;64.0;12.0;3.0;30.0;14.0;12.0;15.0;1.0;;1.0;;2.0;;;;875
Maasdam-G0554;9;;483;32.0;271;185;115;153.0;66;5.0;152.0;10.0;31.0;18.0;6.0;8.0;1.0;;;2.0;1.0;;2.0;3.0;;;;;;;267
Maasdriel-G0263;14;;273;2024.0;103;64;87;112.0;70;15.0;17.0;25.0;6.0;56.0;6.0;79.0;6.0;5.0;17.0;6.0;4.0;1.0;1.0;;1.0;;1.0;;;;1041
Maasland-G0555;5;;188;335.0;341;720;115;532.0;78;5.0;43.0;18.0;52.0;32.0;13.0;17.0;3.0;9.0;25.0;3.0;;10.0;1.0;1.0;;;;;;;322
Maassluis-G0556;72;;3700;1044.0;1521;2051;1548;1150.0;777;195.0;234.0;188.0;324.0;105.0;183.0;44.0;30.0;26.0;10.0;39.0;13.0;9.0;11.0;15.0;7.0;;2.0;;;;3142
Maastricht-G0935;753;;10975;18109.0;3439;591;3388;313.0;3060;1203.0;25.0;919.0;66.0;656.0;770.0;420.0;729.0;259.0;342.0;244.0;408.0;87.0;109.0;;57.0;;79.0;;;;22449
Made en Drimmelen-G0812;76;;576;2519.0;177;139;288;109.0;144;60.0;8.0;243.0;6.0;66.0;19.0;125.0;25.0;6.0;18.0;9.0;43.0;3.0;18.0;;2.0;;;;;;1158
Margraten-G0936;19;;118;740.0;59;10;51;1.0;46;8.0;1.0;25.0;1.0;14.0;6.0;16.0;11.0;;9.0;2.0;4.0;9.0;7.0;;;;4.0;;;;410
Mariekerke-G0686;9;;45;8.0;52;348;27;230.0;14;2.0;563.0;4.0;53.0;17.0;4.0;14.0;;1.0;;2.0;;;1.0;;;;;;;;165
Markelo-G0169;18;;1055;99.0;758;391;137;543.0;163;16.0;19.0;16.0;13.0;76.0;20.0;172.0;14.0;5.0;5.0;8.0;5.0;37.0;2.0;;1.0;;;;;;700
Marken-G0419;3;;160;1.0;21;260;40;350.0;29;9.0;3.0;10.0;22.0;12.0;12.0;6.0;4.0;5.0;;4.0;4.0;;2.0;;;;;;;;157
Marum-G0025;34;;1225;21.0;446;1104;86;119.0;137;154.0;22.0;21.0;120.0;63.0;78.0;249.0;22.0;1.0;1.0;11.0;19.0;6.0;4.0;;2.0;;;;;;723
Maurik-G0264;18;;1376;152.0;257;212;65;347.0;94;18.0;60.0;9.0;17.0;59.0;11.0;58.0;10.0;11.0;3.0;5.0;6.0;17.0;1.0;;1.0;;1.0;;;;557
Medemblik-G0420;15;;587;894.0;170;183;102;125.0;138;209.0;9.0;23.0;27.0;61.0;22.0;20.0;19.0;3.0;24.0;7.0;4.0;1.0;8.0;;3.0;;;;;;548
Meeden-G0026;13;;427;7.0;63;216;5;27.0;11;124.0;5.0;3.0;21.0;7.0;4.0;1.0;1.0;1.0;;2.0;3.0;2.0;;;;;;;;;147
Meerkerk-G0557;6;;329;11.0;218;288;54;209.0;32;7.0;138.0;5.0;11.0;8.0;1.0;39.0;1.0;3.0;;;1.0;1.0;;;1.0;;;;;;184
Meerlo-Wanssum-G0993;38;;214;1722.0;87;27;98;6.0;74;10.0;3.0;73.0;4.0;23.0;10.0;26.0;6.0;3.0;23.0;1.0;5.0;4.0;3.0;;;;1.0;;;;555
Meerssen-G0938;77;;476;2093.0;216;42;215;26.0;238;72.0;1.0;66.0;3.0;47.0;32.0;55.0;35.0;10.0;29.0;23.0;41.0;13.0;8.0;;2.0;;6.0;;;;1361
Megen, Haren en Macharen-G0813;7;;112;832.0;17;13;40;;18;6.0;1.0;18.0;;26.0;12.0;18.0;3.0;1.0;8.0;8.0;7.0;;2.0;;1.0;;;;;;278
Meijel-G0941;34;;170;1304.0;60;14;78;4.0;41;10.0;1.0;18.0;6.0;20.0;10.0;74.0;9.0;3.0;9.0;3.0;5.0;4.0;1.0;;2.0;;;;;;586
Melick en Herkenbosch-G0939;35;;277;1430.0;152;45;123;14.0;151;28.0;1.0;31.0;;31.0;11.0;62.0;10.0;7.0;14.0;12.0;2.0;8.0;2.0;;1.0;;1.0;;;;647
Menaldumadeel-G0083;30;;2102;216.0;451;1224;184;644.0;159;62.0;7.0;40.0;110.0;209.0;122.0;34.0;19.0;14.0;7.0;8.0;15.0;4.0;10.0;;1.0;;;;;;815
Meppel-G0119;79;;4077;267.0;1185;1316;486;1317.0;692;147.0;38.0;79.0;273.0;451.0;73.0;68.0;29.0;13.0;16.0;22.0;28.0;12.0;16.0;;2.0;;;;;;1893
Merkelbeek-G0940;19;;111;443.0;25;10;52;8.0;22;14.0;;24.0;1.0;2.0;7.0;10.0;5.0;1.0;9.0;10.0;4.0;2.0;1.0;;1.0;;3.0;;;;267
Mheer-G0942;3;;35;437.0;25;5;35;2.0;11;3.0;;1.0;1.0;5.0;3.0;22.0;1.0;;;3.0;1.0;5.0;;;1.0;;1.0;;;;205
Middelburg-G0687;76;;4194;830.0;1484;2589;900;1845.0;752;145.0;1343.0;256.0;373.0;429.0;137.0;76.0;62.0;45.0;12.0;38.0;28.0;11.0;13.0;;2.0;;;;;;3612
Middelharnis-G0559;59;;2034;121.0;668;1128;254;339.0;149;31.0;1665.0;18.0;91.0;168.0;17.0;72.0;10.0;9.0;;2.0;12.0;7.0;;8.0;3.0;;2.0;;;;1260
Middelstum-G0027;8;;276;18.0;98;600;29;103.0;18;55.0;4.0;13.0;148.0;15.0;9.0;8.0;5.0;1.0;;2.0;1.0;;;;;;;;;;142
Middenschouwen-G0688;4;;216;15.0;146;302;38;140.0;30;3.0;114.0;3.0;39.0;22.0;3.0;21.0;9.0;4.0;;1.0;4.0;3.0;;;;;;;;;201
Midwolda-G0028;17;;630;17.0;109;524;27;490.0;24;249.0;11.0;10.0;121.0;21.0;10.0;9.0;2.0;3.0;1.0;2.0;4.0;7.0;4.0;;1.0;;;;;;286
Midwoud-G0422;5;;313;46.0;158;18;43;9.0;41;27.0;4.0;2.0;;11.0;21.0;5.0;1.0;3.0;;5.0;1.0;1.0;1.0;;;;;;;;182
Mierlo-G0814;18;;227;1940.0;189;48;145;13.0;99;50.0;5.0;36.0;6.0;25.0;29.0;62.0;5.0;6.0;16.0;7.0;5.0;;2.0;;2.0;;;;;;585
Mijdrecht-G0336;35;;510;1356.0;435;625;322;512.0;252;42.0;122.0;60.0;104.0;77.0;41.0;58.0;5.0;12.0;44.0;9.0;7.0;8.0;6.0;;1.0;;3.0;2.0;;;885
Mijnsheerenland-G0564;4;;289;14.0;246;296;58;265.0;47;4.0;94.0;12.0;21.0;11.0;3.0;8.0;3.0;4.0;;;2.0;4.0;;1.0;;;;;;;220
Mill en Sint Hubert-G0815;47;;349;3001.0;142;53;158;8.0;109;14.0;11.0;97.0;4.0;50.0;24.0;101.0;10.0;6.0;18.0;13.0;21.0;10.0;3.0;;2.0;;;;;;917
Millingen aan de Rijn-G0265;26;;497;905.0;62;32;184;9.0;80;30.0;4.0;71.0;1.0;33.0;15.0;19.0;13.0;6.0;9.0;8.0;24.0;5.0;2.0;;2.0;;1.0;;;;753
Moergestel-G0816;21;;162;1568.0;150;23;93;5.0;45;18.0;1.0;25.0;;43.0;17.0;36.0;4.0;4.0;12.0;10.0;7.0;;4.0;;1.0;;;;;;467
Moerkapelle-G0560;5;;247;40.0;124;177;93;104.0;49;5.0;217.0;21.0;12.0;15.0;10.0;3.0;;2.0;;4.0;3.0;;2.0;;;;;;;;160
Molenaarsgraaf-G0561;1;;47;;39;117;7;38.0;6;6.0;116.0;;5.0;1.0;1.0;5.0;;;;;;;;;;;;;;;65
Monnickendam-G0423;21;;749;445.0;368;238;334;350.0;232;219.0;5.0;75.0;19.0;79.0;53.0;29.0;8.0;5.0;14.0;18.0;4.0;4.0;4.0;;;;;;;;673
Monster-G0562;40;;1072;3077.0;710;866;359;578.0;343;46.0;630.0;81.0;187.0;173.0;47.0;85.0;10.0;38.0;84.0;18.0;7.0;39.0;7.0;4.0;;;1.0;;;;2065
Montfoort-G0335;12;;107;676.0;62;52;27;64.0;31;;75.0;30.0;6.0;15.0;7.0;4.0;1.0;1.0;7.0;2.0;1.0;1.0;2.0;;;;;;;;213
Montfort-G0943;46;;93;863.0;35;8;32;1.0;27;8.0;;4.0;;20.0;3.0;38.0;3.0;3.0;7.0;3.0;2.0;1.0;3.0;;;;2.0;;;;431
Mook en Middelaar-G0944;14;;250;1095.0;267;49;187;13.0;122;17.0;2.0;73.0;1.0;71.0;39.0;32.0;19.0;11.0;12.0;9.0;16.0;5.0;4.0;;4.0;;2.0;;;;567
Moordrecht-G0563;25;;738;196.0;394;416;217;140.0;97;26.0;246.0;25.0;48.0;34.0;33.0;16.0;9.0;9.0;;4.0;8.0;3.0;3.0;;;;;;;;560
Muiden-G0424;15;;636;425.0;357;269;277;401.0;201;66.0;32.0;46.0;43.0;39.0;26.0;19.0;18.0;10.0;9.0;9.0;2.0;;4.0;;1.0;;;;;;474
Munstergeleen-G0945;38;;200;1341.0;87;33;165;12.0;58;19.0;1.0;13.0;4.0;9.0;16.0;12.0;3.0;4.0;4.0;10.0;3.0;3.0;5.0;;2.0;;1.0;;;;421
Muntendam-G0029;21;;1069;26.0;150;91;40;122.0;46;320.0;1.0;9.0;15.0;37.0;21.0;17.0;3.0;3.0;;4.0;7.0;6.0;2.0;;;;;;;;458
Naaldwijk-G0565;45;;1485;2975.0;1215;1985;431;1241.0;367;32.0;162.0;202.0;152.0;132.0;32.0;43.0;23.0;21.0;90.0;11.0;9.0;162.0;6.0;5.0;4.0;;5.0;;;;2110
Naarden-G0425;37;;1539;1213.0;2688;627;678;376.0;803;126.0;126.0;133.0;127.0;96.0;118.0;85.0;27.0;92.0;16.0;33.0;8.0;12.0;5.0;;1.0;6.0;;6.0;;;1829
Nederhorst den Berg-G0426;6;;382;445.0;249;272;118;239.0;102;72.0;14.0;31.0;26.0;46.0;30.0;14.0;2.0;5.0;3.0;7.0;5.0;2.0;2.0;;;3.0;1.0;;;;434
Nederweert-G0946;151;;386;3781.0;148;48;173;15.0;114;18.0;3.0;62.0;9.0;56.0;31.0;175.0;26.0;3.0;48.0;6.0;16.0;8.0;5.0;;;;;;;;1372
Neede-G0266;47;;2116;1112.0;516;365;257;339.0;196;42.0;10.0;62.0;58.0;114.0;32.0;65.0;9.0;8.0;5.0;5.0;10.0;17.0;3.0;;;;2.0;;;;811
Neer-G0947;17;;92;906.0;38;17;48;4.0;31;6.0;;9.0;;15.0;4.0;31.0;5.0;3.0;13.0;2.0;3.0;2.0;2.0;;1.0;;;;;;465
Nibbixwoud-G0427;6;;125;574.0;120;11;39;8.0;25;13.0;;13.0;2.0;15.0;8.0;7.0;3.0;;32.0;1.0;;1.0;2.0;;;;;;;;196
Niedorp-G0412;22;;1045;945.0;363;54;199;35.0;140;125.0;3.0;24.0;10.0;47.0;109.0;45.0;18.0;7.0;;16.0;8.0;;3.0;;1.0;;;;;;672
Nieuw-Beijerland-G0566;7;;414;40.0;165;140;101;69.0;49;11.0;333.0;7.0;18.0;11.0;6.0;5.0;2.0;2.0;1.0;;;1.0;;2.0;1.0;;;;;;239
Nieuwe Pekela-G0030;14;;736;121.0;214;466;59;270.0;62;524.0;19.0;32.0;64.0;21.0;14.0;48.0;6.0;1.0;11.0;8.0;9.0;4.0;2.0;;;;;;;;599
Nieuwenhagen-G0948;96;;662;1440.0;155;45;624;27.0;145;320.0;3.0;83.0;3.0;24.0;63.0;57.0;40.0;11.0;40.0;24.0;29.0;7.0;13.0;;4.0;;3.0;;;;1483
Nieuwerkerk aan den IJssel-G0567;22;;1281;305.0;803;499;392;575.0;180;38.0;442.0;49.0;81.0;63.0;54.0;58.0;3.0;10.0;2.0;14.0;6.0;3.0;2.0;;1.0;;;;;;1144
Nieuweschans-G0031;19;;448;10.0;82;31;20;33.0;27;406.0;1.0;3.0;4.0;23.0;12.0;2.0;2.0;1.0;;2.0;3.0;;2.0;;1.0;;;;;;109
Nieuw-Ginneken-G0817;34;;376;2359.0;425;83;229;46.0;131;33.0;4.0;178.0;2.0;53.0;26.0;102.0;12.0;11.0;20.0;15.0;18.0;2.0;6.0;;2.0;;;;;;773
Nieuwkoop-G0569;16;;483;1207.0;493;285;313;324.0;204;35.0;115.0;111.0;36.0;45.0;20.0;34.0;12.0;5.0;21.0;14.0;8.0;6.0;4.0;;2.0;;1.0;;;;766
Nieuwland-G0570;2;;76;2.0;34;126;5;19.0;5;3.0;77.0;1.0;7.0;5.0;;10.0;;1.0;;1.0;;;;;;;;;;;54
Nieuw-Lekkerland-G0571;14;;887;26.0;157;412;133;223.0;56;46.0;847.0;18.0;73.0;20.0;19.0;20.0;6.0;5.0;;7.0;;;1.0;1.0;;;1.0;;;;593
Nieuwleusen-G0170;19;;507;14.0;206;447;66;965.0;89;7.0;119.0;12.0;130.0;44.0;9.0;249.0;10.0;6.0;3.0;5.0;14.0;14.0;2.0;;;;;;;;623
Nieuwolda-G0032;12;;405;10.0;115;140;15;104.0;30;94.0;;5.0;13.0;9.0;5.0;3.0;1.0;1.0;;2.0;3.0;1.0;1.0;;1.0;;;;;;154
Nieuwpoort-G0572;2;;155;8.0;66;143;29;58.0;21;;98.0;1.0;16.0;5.0;2.0;17.0;;1.0;;2.0;;;;;;;;;;;87
Nieuwstadt-G0949;20;;155;627.0;23;11;65;2.0;24;10.0;;12.0;;11.0;12.0;10.0;5.0;1.0;3.0;13.0;1.0;2.0;1.0;;;;;;;;273
Nieuwveen-G0573;10;;97;486.0;91;122;34;106.0;55;5.0;32.0;15.0;11.0;29.0;8.0;8.0;1.0;1.0;25.0;1.0;4.0;3.0;;;;;;;;;423
Nieuw-Vossemeer-G0818;16;;149;456.0;40;15;62;8.0;23;8.0;;57.0;;11.0;5.0;18.0;10.0;6.0;3.0;3.0;14.0;3.0;2.0;;;;;;;;253
Nigtevecht-G0337;5;;122;19.0;72;82;34;116.0;29;5.0;4.0;16.0;7.0;18.0;10.0;5.0;;3.0;;1.0;1.0;;1.0;;;;;;;;123
Nijeveen-G0121;4;;255;8.0;167;306;43;194.0;35;3.0;3.0;7.0;24.0;20.0;3.0;39.0;1.0;;;;1.0;5.0;;;;;;;;;140
Nijkerk-G0267;40;;1848;521.0;460;1702;273;1842.0;481;61.0;915.0;69.0;302.0;83.0;33.0;152.0;15.0;38.0;4.0;10.0;33.0;52.0;5.0;;1.0;;;;;;1730
Nijmegen-G0268;400;;14782;23612.0;5348;1629;5921;1211.0;3310;1381.0;93.0;2447.0;303.0;1268.0;2597.0;653.0;604.0;276.0;494.0;398.0;534.0;87.0;102.0;;96.0;;47.0;;;;24997
Nistelrode-G0819;16;;242;1629.0;63;48;97;7.0;46;14.0;1.0;18.0;1.0;36.0;16.0;88.0;13.0;11.0;12.0;3.0;13.0;4.0;1.0;;;;;;;;577
Noorbeek-G0950;4;;31;338.0;17;12;13;1.0;14;;;3.0;;13.0;2.0;11.0;;;3.0;2.0;;;;;;;1.0;;;;115
Noordeloos-G0574;1;;104;;101;258;9;55.0;11;1.0;132.0;4.0;25.0;4.0;4.0;8.0;;5.0;;;1.0;1.0;1.0;1.0;;;;;;;94
Noordoostpolder-G0171;23;;2602;2407.0;1607;2979;510;1674.0;632;114.0;378.0;226.0;551.0;207.0;105.0;131.0;29.0;32.0;23.0;23.0;11.0;115.0;7.0;;5.0;;;;;;2076
Noordwijk-G0575;63;;1171;2451.0;1238;930;486;658.0;648;147.0;121.0;558.0;99.0;219.0;159.0;100.0;56.0;33.0;42.0;19.0;28.0;7.0;8.0;;3.0;;3.0;;;;3461
Noordwijkerhout-G0576;35;;357;3059.0;798;123;393;216.0;362;39.0;5.0;113.0;13.0;88.0;48.0;76.0;26.0;7.0;102.0;22.0;13.0;18.0;2.0;;5.0;;5.0;;;;1680
Nootdorp-G0577;11;;211;1118.0;280;151;122;155.0;108;13.0;18.0;29.0;16.0;38.0;35.0;33.0;3.0;17.0;8.0;11.0;3.0;3.0;1.0;;;;1.0;;;;401
Norg-G0120;20;;972;43.0;684;327;184;166.0;146;60.0;8.0;12.0;32.0;36.0;17.0;89.0;10.0;3.0;3.0;6.0;19.0;25.0;10.0;;1.0;;;;;;559
Nuenen, Gerwen en Nederwetten-G0820;25;;540;2665.0;473;133;468;70.0;227;45.0;2.0;104.0;20.0;64.0;95.0;73.0;18.0;11.0;20.0;17.0;19.0;3.0;11.0;;4.0;;;;;;982
Nuland-G0821;9;;148;1089.0;23;15;52;1.0;14;8.0;1.0;9.0;;38.0;5.0;21.0;3.0;4.0;9.0;3.0;4.0;;;;;;;;;;359
Numansdorp-G0578;16;;1251;21.0;248;476;105;298.0;66;11.0;285.0;13.0;32.0;68.0;4.0;23.0;1.0;5.0;;2.0;3.0;2.0;1.0;3.0;2.0;;;;;;447
Nuth-G0951;57;;574;1709.0;116;46;307;26.0;120;69.0;3.0;95.0;2.0;44.0;33.0;46.0;17.0;4.0;38.0;20.0;8.0;6.0;11.0;;5.0;;8.0;;;;1124
Obbicht en Papenhoven-G0952;22;;157;558.0;32;14;44;5.0;37;12.0;1.0;8.0;;14.0;4.0;16.0;3.0;;2.0;21.0;6.0;2.0;;;;;;;;;330
Obdam-G0429;6;;97;1055.0;75;13;54;4.0;58;1.0;;31.0;4.0;23.0;12.0;17.0;2.0;3.0;8.0;3.0;4.0;5.0;18.0;;;;;;;;197
Odoorn-G0122;58;;2628;231.0;921;477;181;573.0;190;389.0;7.0;25.0;141.0;119.0;25.0;84.0;24.0;4.0;10.0;14.0;24.0;13.0;19.0;;4.0;;;;;;1429
Oeffelt-G0822;11;;74;621.0;32;14;39;2.0;29;1.0;;12.0;;11.0;5.0;33.0;4.0;;2.0;3.0;;5.0;5.0;;;;;;;;169
Oegstgeest-G0579;39;;1024;1222.0;2322;741;657;646.0;619;50.0;70.0;259.0;169.0;103.0;124.0;28.0;20.0;63.0;32.0;10.0;9.0;3.0;4.0;;4.0;;1.0;;;;1708
Ohé en Laak-G0953;5;;20;259.0;5;5;8;2.0;5;3.0;;2.0;;4.0;3.0;17.0;;;2.0;;2.0;;;;;;;;;;85
Oirsbeek-G0954;38;;210;1124.0;68;27;112;5.0;56;30.0;1.0;64.0;;13.0;16.0;21.0;4.0;13.0;19.0;5.0;6.0;4.0;3.0;;2.0;;3.0;;;;422
Oirschot-G0823;53;;401;3072.0;224;81;192;31.0;110;21.0;4.0;65.0;16.0;47.0;26.0;85.0;6.0;6.0;18.0;10.0;14.0;14.0;6.0;;5.0;;;;;;903
Oisterwijk-G0824;37;;1073;2977.0;655;158;410;44.0;245;86.0;5.0;92.0;9.0;121.0;74.0;126.0;45.0;16.0;35.0;45.0;40.0;5.0;7.0;;3.0;;;;;;1758
Oldebroek-G0269;49;;1548;212.0;404;1359;188;1101.0;234;40.0;1378.0;73.0;592.0;78.0;59.0;114.0;13.0;40.0;4.0;5.0;15.0;25.0;4.0;;2.0;;;;;;1926
Oldehove-G0035;11;;255;11.0;157;399;10;60.0;15;21.0;2.0;11.0;166.0;15.0;1.0;4.0;3.0;1.0;;;;2.0;1.0;;;;;;;;124
Oldekerk-G0036;7;;184;6.0;138;447;8;78.0;23;15.0;7.0;2.0;90.0;17.0;4.0;17.0;1.0;;;;;1.0;2.0;;;;;;;;144
Oldemarkt-G0172;3;;303;187.0;82;114;27;499.0;66;12.0;3.0;17.0;53.0;32.0;17.0;31.0;2.0;;;1.0;3.0;4.0;1.0;;1.0;;;;;;221
Oldenzaal-G0173;63;;1388;6378.0;731;233;667;247.0;397;169.0;10.0;173.0;64.0;265.0;74.0;184.0;54.0;32.0;61.0;19.0;20.0;15.0;13.0;;6.0;;;;;;2581
Olst-G0174;14;;1499;1193.0;619;165;161;324.0;151;47.0;22.0;36.0;18.0;91.0;20.0;53.0;16.0;10.0;2.0;7.0;5.0;11.0;1.0;;2.0;;;;;;700
Ommen-G0175;29;;959;740.0;628;1800;157;1944.0;251;11.0;72.0;46.0;679.0;99.0;17.0;179.0;15.0;13.0;3.0;7.0;7.0;41.0;5.0;;2.0;;;;;;1084
Oost-, West- en Middelbeers-G0825;6;;89;1223.0;63;15;49;9.0;19;5.0;4.0;10.0;4.0;2.0;9.0;19.0;1.0;1.0;3.0;2.0;7.0;2.0;;;1.0;;;;;;319
Oostburg-G0692;89;;2907;1976.0;1769;557;305;619.0;214;99.0;137.0;393.0;71.0;352.0;49.0;133.0;33.0;24.0;6.0;28.0;9.0;13.0;9.0;;1.0;;;;;;2254
Oostdongeradeel-G0084;29;;283;14.0;143;2056;29;725.0;39;5.0;29.0;12.0;98.0;24.0;10.0;18.0;2.0;2.0;;1.0;5.0;3.0;3.0;;2.0;;;;;;417
Oosterbroek-G0033;35;;975;59.0;330;151;76;115.0;99;370.0;3.0;5.0;65.0;46.0;70.0;28.0;17.0;7.0;;6.0;20.0;5.0;6.0;;1.0;;;;;;741
Oosterhesselen-G0123;20;;777;14.0;334;442;51;180.0;68;68.0;13.0;8.0;124.0;39.0;19.0;31.0;2.0;2.0;2.0;7.0;3.0;1.0;6.0;;1.0;;;;;;333
Oosterhout-G0826;171;;2536;6229.0;1146;435;1280;177.0;639;177.0;17.0;836.0;43.0;196.0;132.0;304.0;112.0;60.0;72.0;64.0;93.0;9.0;21.0;;9.0;;;;;;4571
Oostflakkee-G0580;15;;1216;795.0;268;515;110;316.0;67;10.0;623.0;52.0;47.0;76.0;6.0;33.0;7.0;1.0;3.0;9.0;5.0;5.0;2.0;2.0;1.0;;1.0;;;;833
Ooststellingwerf-G0085;93;;3789;183.0;941;1623;348;949.0;302;668.0;47.0;50.0;261.0;144.0;300.0;172.0;38.0;10.0;4.0;11.0;44.0;12.0;10.0;;3.0;;;;;;2024
Oostvoorne-G0581;20;;1154;104.0;946;358;245;203.0;164;60.0;33.0;15.0;15.0;70.0;34.0;26.0;9.0;;;2.0;9.0;3.0;2.0;3.0;;;1.0;;;;656
