RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Vrijzinnig-Democratische Bond (VDB);Nationaal-Socialistische Beweging (NSB);Liberale Staatspartij (LSP);Communistische Partij van Nederland;Christelijk-Democratische Unie;SGP;Revolutionair Socialistische Arbeiderspartij;Katholiek Democratische Partij;HGSP;Actie-Bouwman;Christelijk Nationale Actie;Algemeen Belang;Zwart Front;Plattelandersbond;VNH;Nationaal Socialistische Arbeiderspartij;@abs
Loppersum-G0024;15;19;7.0;263.0;818.0;101.0;234.0;76.0;86.0;15.0;243.0;;;;;;;8.0;;1.0;;;115.0
Losser-G0168;65;113;4770.0;723.0;112.0;418.0;76.0;239.0;50.0;126.0;95.0;4.0;14.0;199.0;2.0;2.0;1.0;5.0;2.0;2.0;1.0;8.0;177.0
Luyksgestel-G0810;2;1;468.0;3.0;2.0;3.0;;1.0;;;;;;;;11.0;;2.0;1.0;;;;12.0
Maarheeze-G0811;6;3;1167.0;1.0;2.0;3.0;;3.0;2.0;;;;;1.0;;116.0;;;2.0;;;;8.0
Maarn-G0332;7;10;68.0;197.0;226.0;184.0;61.0;45.0;38.0;14.0;9.0;74.0;5.0;9.0;1.0;;5.0;4.0;;;2.0;;16.0
Maarssen-G0333;10;30;541.0;375.0;444.0;198.0;73.0;54.0;83.0;5.0;6.0;68.0;1.0;2.0;2.0;;20.0;2.0;;10.0;;;82.0
Maarsseveen-G1108;16;11;174.0;155.0;213.0;248.0;29.0;55.0;22.0;1.0;8.0;37.0;1.0;1.0;;;14.0;;2.0;6.0;;;50.0
Maartensdijk-G0334;76;76;778.0;682.0;1179.0;292.0;414.0;323.0;256.0;54.0;92.0;305.0;15.0;9.0;20.0;;35.0;2.0;8.0;4.0;8.0;;369.0
Maasbracht-G0933;13;12;780.0;10.0;4.0;1.0;;16.0;;1.0;;1.0;;1.0;;3.0;;;;;3.0;1.0;47.0
Maasbree-G0934;68;123;5781.0;352.0;64.0;38.0;5.0;138.0;8.0;22.0;;2.0;1.0;32.0;;17.0;;2.0;7.0;4.0;2.0;3.0;264.0
Maasdam-G0554;7;17;2.0;195.0;224.0;151.0;28.0;19.0;102.0;1.0;;59.0;2.0;;;;2.0;2.0;1.0;5.0;2.0;;62.0
Maashees en Overloon-G1109;3;7;979.0;1.0;1.0;1.0;1.0;16.0;;;;;;;;27.0;;;;;;;34.0
Maasland-G0555;6;14;222.0;90.0;626.0;596.0;25.0;22.0;14.0;1.0;13.0;21.0;;1.0;22.0;;5.0;;;2.0;;;92.0
Maasniel-G1110;40;48;1638.0;23.0;34.0;4.0;5.0;87.0;1.0;3.0;;1.0;;6.0;;5.0;;;1.0;;;;96.0
Maassluis-G0556;51;35;285.0;901.0;1736.0;932.0;158.0;55.0;103.0;17.0;137.0;81.0;8.0;7.0;8.0;;1.0;2.0;1.0;1.0;2.0;;383.0
Maastricht-G0935;645;1003;19573.0;6739.0;573.0;80.0;218.0;1210.0;144.0;454.0;52.0;38.0;61.0;314.0;16.0;18.0;;28.0;198.0;13.0;43.0;27.0;1626.0
Made en Drimmelen-G0812;16;22;1851.0;16.0;83.0;77.0;70.0;89.0;7.0;2.0;2.0;6.0;;6.0;2.0;;;;;2.0;2.0;;300.0
Margraten-G0936;12;13;575.0;5.0;1.0;;;12.0;;;;;;1.0;;1.0;;;2.0;1.0;1.0;;16.0
Markelo-G0169;40;72;139.0;640.0;557.0;252.0;387.0;127.0;367.0;20.0;13.0;25.0;1.0;;4.0;2.0;2.0;17.0;;35.0;;1.0;235.0
Marken-G0419;2;1;2.0;16.0;288.0;419.0;4.0;1.0;;;;;;;26.0;;;;;;;;41.0
Marum-G0025;20;47;7.0;567.0;943.0;53.0;368.0;199.0;129.0;135.0;603.0;3.0;1.0;2.0;3.0;;1.0;36.0;;5.0;2.0;;185.0
Maurik-G0264;36;65;132.0;736.0;412.0;100.0;111.0;93.0;211.0;23.0;177.0;80.0;2.0;1.0;1.0;2.0;3.0;1.0;1.0;13.0;;;230.0
Medemblik-G0420;11;38;931.0;612.0;521.0;189.0;230.0;63.0;125.0;84.0;68.0;27.0;;;;;;;;;;;121.0
Meeden-G0026;21;21;8.0;296.0;220.0;12.0;73.0;38.0;70.0;14.0;180.0;;2.0;;4.0;;1.0;5.0;;;;;68.0
Meerkerk-G0557;5;21;10.0;171.0;360.0;21.0;44.0;15.0;161.0;6.0;1.0;61.0;2.0;;;;22.0;;8.0;10.0;;;78.0
Meerlo-G0937;6;8;996.0;2.0;3.0;;4.0;1.0;;1.0;;1.0;;;;36.0;;;;;;;25.0
Meerssen-G0938;71;80;2209.0;43.0;38.0;1.0;5.0;207.0;3.0;15.0;2.0;1.0;4.0;11.0;4.0;1.0;;8.0;4.0;4.0;3.0;2.0;59.0
Megen, Haren en Macharen-G0813;1;2;800.0;5.0;5.0;1.0;2.0;1.0;;;;1.0;;3.0;;62.0;;1.0;;1.0;1.0;;25.0
Meijel-G0941;3;5;1059.0;3.0;3.0;;;16.0;;;;;;;;1.0;;1.0;;;;;27.0
Melick en Herkenbosch-G0939;17;36;1228.0;37.0;7.0;3.0;4.0;134.0;1.0;4.0;1.0;1.0;;3.0;;3.0;;;2.0;;;;49.0
Meliskerke-G1112;1;1;;2.0;116.0;23.0;6.0;2.0;2.0;;;158.0;;;1.0;;;;;1.0;;;67.0
Melissant-G1113;26;23;28.0;87.0;230.0;78.0;13.0;16.0;25.0;13.0;2.0;213.0;;;2.0;;108.0;5.0;;;1.0;;117.0
Menaldumadeel-G0083;85;49;276.0;1616.0;1265.0;737.0;994.0;104.0;173.0;121.0;356.0;3.0;26.0;2.0;12.0;;1.0;16.0;1.0;18.0;1.0;;301.0
Meppel-G0119;89;174;187.0;1518.0;1385.0;1259.0;938.0;198.0;355.0;94.0;515.0;35.0;8.0;6.0;10.0;3.0;11.0;18.0;;9.0;;4.0;462.0
Merkelbeek-G0940;5;9;473.0;6.0;5.0;;;32.0;;6.0;1.0;;;;;;;;;;;;23.0
Mesch-G1114;4;12;126.0;;;;;21.0;;1.0;;;;;;1.0;;;;;;;1.0
Mheer-G0942;4;32;340.0;;4.0;;1.0;47.0;;;;;;1.0;;3.0;;;;2.0;;1.0;19.0
Middelburg-G0687;176;176;694.0;2541.0;2468.0;1488.0;1357.0;197.0;520.0;162.0;34.0;377.0;11.0;12.0;85.0;;53.0;37.0;1.0;8.0;10.0;;768.0
Middelharnis-G0559;30;59;106.0;333.0;533.0;45.0;219.0;40.0;212.0;40.0;3.0;434.0;5.0;;5.0;;261.0;8.0;5.0;1.0;;;345.0
Middelie-G0421;2;0;;110.0;20.0;4.0;127.0;22.0;12.0;2.0;9.0;;;;;;;;;;;;19.0
Middelstum-G0027;6;11;1.0;135.0;705.0;25.0;66.0;26.0;66.0;29.0;291.0;;1.0;;;;;11.0;;;;;34.0
Midwolda-G0028;34;30;7.0;402.0;675.0;419.0;182.0;68.0;42.0;108.0;153.0;5.0;1.0;;181.0;;1.0;9.0;;2.0;2.0;;136.0
Midwoud-G0422;6;7;29.0;156.0;17.0;3.0;207.0;52.0;131.0;;7.0;2.0;;;;;;;;;;;45.0
Mierlo-G0814;28;34;2061.0;56.0;18.0;8.0;15.0;25.0;2.0;29.0;1.0;3.0;;15.0;;71.0;;;6.0;1.0;1.0;;66.0
Mijdrecht-G0336;6;26;806.0;129.0;507.0;406.0;28.0;53.0;58.0;11.0;4.0;69.0;3.0;9.0;;;8.0;2.0;;1.0;;;119.0
Mijnsheerenland-G0564;11;16;5.0;95.0;380.0;164.0;33.0;15.0;61.0;2.0;3.0;83.0;1.0;;2.0;;5.0;6.0;;4.0;1.0;;77.0
Mill en Sint Hubert-G0815;2;22;1378.0;12.0;4.0;2.0;2.0;3.0;1.0;;;2.0;1.0;1.0;;351.0;;2.0;3.0;;2.0;;90.0
Millingen-G1259;30;30;1013.0;184.0;5.0;2.0;1.0;26.0;1.0;3.0;1.0;;;116.0;;74.0;1.0;1.0;1.0;2.0;;;239.0
Moergestel-G0816;8;5;1052.0;5.0;1.0;2.0;;;;3.0;;;;10.0;;9.0;;2.0;42.0;1.0;2.0;;10.0
Moerkapelle-G0560;2;5;6.0;40.0;153.0;9.0;12.0;38.0;24.0;4.0;1.0;69.0;;;3.0;;34.0;2.0;;1.0;;;20.0
Molenaarsgraaf-G0561;2;4;1.0;11.0;119.0;19.0;8.0;1.0;39.0;2.0;;47.0;;;1.0;;37.0;;;;;;33.0
Monnickendam-G0423;10;9;300.0;158.0;224.0;323.0;113.0;74.0;23.0;24.0;107.0;4.0;4.0;4.0;8.0;;;1.0;;3.0;;;78.0
Monster-G0562;30;34;2420.0;339.0;842.0;309.0;82.0;199.0;41.0;17.0;9.0;588.0;3.0;8.0;121.0;;9.0;4.0;;5.0;1.0;;180.0
Montfoort-G0335;14;10;663.0;44.0;70.0;53.0;17.0;36.0;2.0;6.0;;35.0;2.0;3.0;;;20.0;;;;;;30.0
Montfort-G0943;9;16;609.0;;;2.0;;23.0;;;;1.0;;1.0;;1.0;;;;;;;11.0
Mook en Middelaar-G0944;5;15;617.0;30.0;20.0;8.0;6.0;20.0;7.0;;1.0;1.0;;7.0;;188.0;;;3.0;2.0;;1.0;47.0
Moordrecht-G0563;24;31;144.0;306.0;317.0;25.0;54.0;45.0;183.0;9.0;3.0;97.0;2.0;2.0;8.0;;112.0;4.0;;6.0;;;88.0
Muiden-G0424;29;31;334.0;253.0;346.0;319.0;46.0;28.0;35.0;18.0;8.0;9.0;;;7.0;;29.0;7.0;;1.0;2.0;1.0;37.0
Munstergeleen-G0945;9;7;564.0;1.0;;3.0;;39.0;;;;;;;;;;;;;;;0.0
Muntendam-G0029;26;35;24.0;936.0;129.0;79.0;83.0;118.0;19.0;54.0;242.0;;1.0;1.0;3.0;;;11.0;;;;;100.0
Naaldwijk-G0565;32;41;1822.0;567.0;1435.0;832.0;437.0;153.0;321.0;23.0;42.0;82.0;;26.0;41.0;;;3.0;;4.0;;;189.0
Naarden-G0425;72;94;755.0;671.0;948.0;284.0;400.0;402.0;397.0;61.0;47.0;30.0;10.0;22.0;2.0;;7.0;4.0;3.0;1.0;26.0;2.0;300.0
Nederhemert-G1115;6;14;6.0;35.0;126.0;51.0;11.0;5.0;10.0;3.0;;229.0;2.0;;2.0;;2.0;;;6.0;1.0;;62.0
Nederhorst den Berg-G0426;6;10;346.0;103.0;212.0;259.0;18.0;9.0;6.0;83.0;9.0;7.0;2.0;;3.0;;2.0;;1.0;1.0;;;28.0
Nederweert-G0946;19;22;3047.0;2.0;13.0;6.0;;34.0;;;1.0;;;;;34.0;;4.0;;1.0;;;158.0
Neede-G0266;43;43;488.0;1213.0;351.0;227.0;386.0;134.0;178.0;12.0;40.0;3.0;1.0;7.0;4.0;1.0;1.0;3.0;1.0;7.0;1.0;;135.0
Neer-G0947;4;3;950.0;2.0;1.0;;1.0;2.0;;;1.0;;;;;1.0;;;;;2.0;;39.0
Neeritter-G1116;1;1;311.0;3.0;3.0;2.0;6.0;2.0;;;;;;;;;;;;;;;16.0
Nibbixwoud-G0427;3;3;418.0;43.0;8.0;9.0;125.0;8.0;87.0;2.0;1.0;;;;;;;;;;;;26.0
Nieuw- en Sint Joosland-G1117;8;16;2.0;47.0;147.0;176.0;69.0;28.0;21.0;1.0;;60.0;;2.0;2.0;;2.0;;;1.0;;;53.0
Nieuw-Beijerland-G0566;16;19;5.0;207.0;181.0;13.0;32.0;4.0;65.0;5.0;;205.0;1.0;;;;11.0;1.0;;2.0;;;132.0
Nieuwe Niedorp-G0428;7;14;182.0;226.0;38.0;5.0;305.0;25.0;19.0;26.0;21.0;;65.0;1.0;;;;8.0;1.0;10.0;;;81.0
Nieuwe Pekela-G0030;32;23;170.0;445.0;536.0;227.0;126.0;248.0;41.0;218.0;475.0;21.0;1.0;4.0;3.0;;1.0;6.0;;7.0;;;271.0
Nieuwe Tonge-G1119;23;25;20.0;239.0;288.0;17.0;18.0;11.0;45.0;12.0;38.0;240.0;;;;;;;;;;;174.0
Nieuwenhagen-G0948;37;50;1138.0;116.0;10.0;8.0;1.0;233.0;;87.0;1.0;1.0;3.0;8.0;2.0;;;;2.0;25.0;;24.0;42.0
Nieuwenhoorn-G1121;9;10;7.0;392.0;71.0;12.0;140.0;33.0;200.0;34.0;2.0;2.0;1.0;;1.0;;1.0;6.0;;7.0;;;75.0
Nieuwer-Amstel-G1249;132;69;1949.0;727.0;1883.0;904.0;448.0;643.0;144.0;187.0;209.0;47.0;;;;;;;;;;;254.0
Nieuwerkerk-G1122;16;10;2.0;82.0;290.0;104.0;46.0;43.0;140.0;2.0;1.0;187.0;;;18.0;;1.0;2.0;1.0;1.0;;;101.0
Nieuwerkerk aan den IJssel-G0567;22;54;103.0;344.0;340.0;197.0;74.0;63.0;158.0;9.0;4.0;206.0;1.0;3.0;133.0;;17.0;1.0;1.0;1.0;;;182.0
Nieuweschans-G0031;8;45;10.0;306.0;101.0;38.0;128.0;36.0;11.0;238.0;34.0;2.0;;;;;3.0;4.0;;1.0;;;85.0
Nieuw-Helvoet-G1118;14;20;8.0;350.0;233.0;63.0;224.0;36.0;181.0;28.0;12.0;14.0;2.0;2.0;2.0;;;11.0;;5.0;;;110.0
Nieuwkoop-G0569;19;8;780.0;85.0;142.0;212.0;33.0;112.0;56.0;7.0;3.0;50.0;2.0;;1.0;;11.0;9.0;1.0;5.0;;;83.0
Nieuwland-G0570;0;3;1.0;52.0;120.0;10.0;3.0;;63.0;2.0;;29.0;3.0;;;;10.0;4.0;;1.0;;;40.0
Nieuw-Lekkerland-G0571;15;45;3.0;266.0;496.0;55.0;96.0;20.0;110.0;13.0;3.0;437.0;;;;;;;;;;;183.0
Nieuwleusen-G0170;30;58;6.0;187.0;552.0;559.0;170.0;108.0;76.0;5.0;23.0;96.0;5.0;1.0;4.0;2.0;4.0;4.0;1.0;6.0;;;107.0
Nieuwolda-G0032;15;11;8.0;287.0;211.0;155.0;103.0;60.0;55.0;41.0;55.0;2.0;7.0;;6.0;;;7.0;;;1.0;;75.0
Nieuwpoort-G0572;4;6;1.0;39.0;137.0;5.0;39.0;3.0;21.0;3.0;;91.0;;;;;;;;;;;43.0
Nieuwstadt-G0949;3;11;485.0;5.0;1.0;2.0;;70.0;;1.0;;;;2.0;1.0;;;;;;;;13.0
Nieuwveen-G0573;24;12;296.0;33.0;202.0;98.0;47.0;23.0;41.0;5.0;3.0;24.0;2.0;;6.0;;1.0;9.0;;2.0;;;146.0
Nieuwvliet-G0690;7;1;2.0;33.0;77.0;8.0;54.0;10.0;71.0;1.0;;;;;;;;;;1.0;;;24.0
Nieuw-Vossemeer-G0818;14;14;651.0;16.0;14.0;10.0;2.0;4.0;4.0;2.0;2.0;5.0;;1.0;;3.0;;;6.0;1.0;;;35.0
Nigtevecht-G0337;3;5;22.0;43.0;96.0;139.0;11.0;23.0;9.0;6.0;;1.0;;;2.0;;2.0;;;;;;23.0
Nijeveen-G0121;6;6;1.0;43.0;192.0;206.0;130.0;57.0;62.0;;32.0;1.0;2.0;1.0;;;;;;4.0;;;35.0
Nijkerk-G0267;69;67;318.0;693.0;1509.0;1474.0;62.0;87.0;74.0;20.0;50.0;264.0;6.0;1.0;20.0;4.0;274.0;5.0;1.0;4.0;2.0;;270.0
Nijmegen-G0268;742;1220;24499.0;7743.0;2397.0;1577.0;831.0;1708.0;981.0;664.0;149.0;45.0;167.0;947.0;57.0;470.0;13.0;36.0;553.0;25.0;45.0;;2418.0
Nisse-G0691;7;1;61.0;2.0;35.0;102.0;37.0;;5.0;1.0;;43.0;1.0;;7.0;;;2.0;;;;;28.0
Nistelrode-G0819;7;7;1229.0;21.0;3.0;;2.0;8.0;2.0;;;;1.0;2.0;;82.0;;;;;1.0;;38.0
Noorbeek-G0950;12;27;310.0;6.0;3.0;;3.0;10.0;1.0;;1.0;;;;1.0;6.0;;;1.0;;;;28.0
Noordbroek-G1126;15;42;10.0;408.0;91.0;15.0;150.0;88.0;68.0;54.0;110.0;;23.0;;6.0;;3.0;20.0;;;;;90.0
Noorddijk-G1127;28;52;27.0;376.0;167.0;41.0;144.0;130.0;57.0;15.0;149.0;2.0;5.0;;3.0;;2.0;13.0;2.0;6.0;;;71.0
Noordeloos-G0574;6;3;;49.0;286.0;19.0;11.0;11.0;107.0;;1.0;51.0;;;5.0;;66.0;5.0;;3.0;;;33.0
Noordgouwe-G1128;8;11;9.0;82.0;121.0;72.0;77.0;12.0;50.0;2.0;3.0;20.0;;;2.0;;;;;;4.0;;35.0
Noord-Scharwoude-G1124;8;2;354.0;187.0;130.0;7.0;220.0;34.0;8.0;38.0;6.0;;1.0;17.0;;;;23.0;;;;;58.0
Noordwelle-G1129;2;2;2.0;56.0;30.0;34.0;38.0;5.0;47.0;;1.0;13.0;;1.0;;;1.0;;;1.0;;;23.0
Noordwijk-G0575;53;66;2206.0;367.0;791.0;643.0;72.0;205.0;109.0;46.0;279.0;29.0;26.0;8.0;83.0;;9.0;15.0;2.0;4.0;;;735.0
Noordwijkerhout-G0576;7;5;2197.0;85.0;74.0;183.0;11.0;25.0;9.0;;22.0;5.0;1.0;10.0;;;;;2.0;2.0;;;667.0
Nootdorp-G0577;5;3;376.0;44.0;64.0;117.0;12.0;25.0;19.0;;;11.0;;1.0;6.0;;;1.0;;1.0;;;35.0
Norg-G0120;20;42;61.0;395.0;306.0;110.0;246.0;214.0;248.0;29.0;142.0;2.0;2.0;5.0;1.0;1.0;1.0;5.0;;16.0;3.0;1.0;91.0
Nuenen, Gerwen en Nederwetten-G0820;7;18;1696.0;47.0;26.0;54.0;6.0;55.0;4.0;4.0;;;;12.0;;33.0;;1.0;4.0;1.0;1.0;;60.0
Nuland-G0821;7;3;624.0;1.0;;2.0;3.0;;1.0;;;;;;;30.0;;;2.0;;1.0;;19.0
Numansdorp-G0578;20;60;14.0;485.0;611.0;303.0;71.0;49.0;220.0;10.0;4.0;194.0;3.0;;8.0;;117.0;4.0;;4.0;1.0;;183.0
Nunhem-G1130;0;3;161.0;;;;;3.0;1.0;;;;;;;;;;;;1.0;;5.0
Nuth-G0951;30;34;1353.0;74.0;18.0;19.0;8.0;55.0;;6.0;;;;2.0;;1.0;;2.0;3.0;;1.0;1.0;71.0
Obbicht en Papenhoven-G0952;12;19;465.0;9.0;10.0;4.0;;65.0;;2.0;;;;14.0;;2.0;;3.0;;;;;19.0
Obdam-G0429;2;1;679.0;33.0;;3.0;58.0;4.0;13.0;6.0;2.0;;;;;;;;;;;;28.0
Odijk-G1131;1;3;134.0;10.0;21.0;32.0;1.0;4.0;;;;26.0;;;;;;;;;;;13.0
Odoorn-G0122;78;234;278.0;1691.0;636.0;526.0;408.0;422.0;480.0;64.0;557.0;4.0;76.0;12.0;13.0;2.0;2.0;12.0;;27.0;;3.0;309.0
Oeffelt-G0822;2;4;575.0;7.0;;;2.0;2.0;1.0;1.0;;1.0;;;;60.0;;;4.0;;1.0;;19.0
Oegstgeest-G0579;36;48;873.0;310.0;983.0;653.0;306.0;209.0;377.0;16.0;48.0;72.0;3.0;10.0;89.0;;5.0;10.0;;3.0;27.0;;256.0
Ohé en Laak-G0953;3;3;277.0;1.0;;2.0;2.0;2.0;;;;;;;;;;;;;3.0;;6.0
Oijen en Teeffelen-G1150;4;3;327.0;6.0;7.0;5.0;2.0;;3.0;2.0;;1.0;2.0;;1.0;60.0;1.0;;;;1.0;;4.0
Oirsbeek-G0954;6;7;825.0;8.0;1.0;4.0;2.0;22.0;2.0;2.0;;;;;;2.0;;;3.0;;;1.0;25.0
Oirschot-G0823;16;10;2288.0;22.0;7.0;9.0;3.0;6.0;2.0;;;1.0;;7.0;;17.0;;10.0;28.0;;;;88.0
Oisterwijk-G0824;34;53;2191.0;194.0;64.0;20.0;20.0;21.0;27.0;14.0;;1.0;1.0;40.0;;16.0;1.0;1.0;711.0;3.0;4.0;1.0;
Oldebroek-G0269;86;108;127.0;518.0;1711.0;790.0;56.0;42.0;60.0;25.0;87.0;340.0;5.0;3.0;198.0;2.0;107.0;6.0;1.0;14.0;;1.0;248.0
Oldehove-G0035;10;6;6.0;199.0;574.0;69.0;102.0;61.0;84.0;3.0;71.0;1.0;;;;;;6.0;;1.0;2.0;;56.0
Oldekerk-G0036;12;8;1.0;95.0;532.0;44.0;64.0;34.0;74.0;;51.0;;;;;;;11.0;;1.0;1.0;;53.0
Oldemarkt-G0172;11;16;175.0;168.0;177.0;626.0;50.0;25.0;67.0;6.0;140.0;;;1.0;6.0;;;12.0;1.0;1.0;;;93.0
Oldenzaal-G0173;53;46;3145.0;444.0;145.0;166.0;70.0;169.0;110.0;17.0;33.0;2.0;2.0;383.0;1.0;1.0;;2.0;;2.0;1.0;3.0;145.0
Olst-G0174;22;39;755.0;924.0;343.0;118.0;637.0;102.0;79.0;16.0;18.0;19.0;12.0;;1.0;3.0;;2.0;;10.0;1.0;;171.0
Ommen-G0175;34;41;320.0;293.0;1353.0;828.0;244.0;124.0;96.0;13.0;38.0;21.0;3.0;7.0;598.0;2.0;18.0;35.0;3.0;1.0;4.0;1.0;183.0
Onstwedde-G1250;138;173;830.0;1762.0;1882.0;873.0;480.0;372.0;104.0;194.0;1355.0;16.0;74.0;6.0;128.0;;3.0;35.0;1.0;6.0;1.0;;606.0
Ooltgensplaat-G1133;26;21;281.0;302.0;401.0;21.0;49.0;6.0;75.0;17.0;3.0;234.0;3.0;;3.0;;119.0;3.0;2.0;1.0;;;118.0
Oost- en West-Souburg-G1135;47;56;56.0;684.0;809.0;696.0;168.0;26.0;45.0;21.0;13.0;58.0;2.0;;1.0;;3.0;4.0;;5.0;;;182.0
Oost-, West- en Middelbeers-G0825;1;2;643.0;1.0;1.0;4.0;;;2.0;;;;;;;1.0;;;1.0;;2.0;;19.0
Oostburg-G0692;29;22;410.0;233.0;262.0;70.0;204.0;63.0;193.0;4.0;5.0;26.0;2.0;3.0;2.0;;2.0;;1.0;1.0;;;96.0
Oostdongeradeel-G0084;36;29;9.0;158.0;2292.0;1044.0;108.0;36.0;197.0;9.0;149.0;3.0;3.0;;9.0;;8.0;9.0;;11.0;;;191.0
Oosterhesselen-G0123;29;25;4.0;344.0;433.0;86.0;119.0;138.0;147.0;3.0;34.0;6.0;;2.0;;1.0;2.0;1.0;;4.0;;;30.0
Oosterhout-G0826;72;95;6618.0;126.0;54.0;33.0;14.0;137.0;6.0;6.0;3.0;6.0;1.0;39.0;;;3.0;1.0;12.0;4.0;1.0;6.0;406.0
Oosterland-G1136;18;21;4.0;162.0;169.0;131.0;62.0;8.0;145.0;;;207.0;5.0;;;;;;;;;;140.0
Oosthuizen-G0430;3;8;23.0;172.0;32.0;11.0;161.0;58.0;35.0;4.0;8.0;1.0;3.0;2.0;1.0;;;4.0;;2.0;;;36.0
Oostkapelle-G1137;5;3;5.0;23.0;269.0;234.0;56.0;13.0;30.0;;1.0;124.0;;;17.0;;2.0;;;6.0;2.0;;52.0
Ooststellingwerf-G0085;99;213;57.0;1985.0;1374.0;774.0;1178.0;202.0;77.0;508.0;686.0;15.0;20.0;9.0;7.0;;3.0;35.0;;55.0;2.0;;519.0
Oostvoorne-G0581;26;53;48.0;636.0;279.0;79.0;271.0;114.0;305.0;104.0;18.0;2.0;103.0;1.0;;;;3.0;;21.0;3.0;;132.0
Oostzaan-G0431;27;46;24.0;771.0;460.0;34.0;247.0;71.0;105.0;278.0;50.0;36.0;;;;;;;;;;;115.0
Ootmarsum-G0176;4;4;602.0;12.0;28.0;12.0;21.0;26.0;3.0;3.0;19.0;1.0;1.0;13.0;;;;;;;;1.0;31.0
Ophemert-G0270;21;29;8.0;158.0;205.0;66.0;43.0;17.0;18.0;;24.0;33.0;;;2.0;2.0;;;;24.0;1.0;;78.0
Oploo, Sint Anthonis en Ledeacker-G0827;1;4;1187.0;2.0;1.0;3.0;;1.0;1.0;;;1.0;;;;23.0;;2.0;;2.0;;;40.0
Opmeer-G0432;1;0;150.0;39.0;3.0;;31.0;5.0;11.0;2.0;;;;;;;;;;;;;14.0
Opperdoes-G0433;4;2;3.0;53.0;289.0;114.0;34.0;19.0;26.0;2.0;9.0;22.0;1.0;;;;;;;;;;20.0
Opsterland-G0086;171;280;56.0;2661.0;2001.0;621.0;1429.0;126.0;286.0;907.0;1138.0;32.0;57.0;5.0;6.0;;4.0;51.0;5.0;54.0;2.0;;818.0
Oss-G0828;65;138;4316.0;564.0;142.0;30.0;141.0;210.0;44.0;15.0;4.0;4.0;9.0;304.0;7.0;1124.0;2.0;3.0;11.0;7.0;11.0;;205.0
Ossendrecht-G0829;37;72;907.0;231.0;25.0;9.0;7.0;40.0;4.0;3.0;;3.0;1.0;11.0;1.0;;;1.0;2.0;3.0;;1.0;77.0
Oterleek-G0434;4;6;55.0;69.0;30.0;16.0;152.0;20.0;37.0;22.0;2.0;1.0;8.0;;2.0;;1.0;;;;;;35.0
Ottersum-G0955;11;12;778.0;12.0;3.0;;2.0;32.0;2.0;1.0;;;;;1.0;227.0;;;;1.0;3.0;;36.0
Ottoland-G0582;5;2;1.0;8.0;192.0;12.0;11.0;1.0;1.0;;;39.0;;;2.0;;34.0;;;;;;30.0
Oud- en Nieuw-Gastel-G0831;27;94;2626.0;49.0;5.0;23.0;4.0;64.0;;6.0;1.0;1.0;3.0;42.0;3.0;1.0;1.0;3.0;4.0;4.0;;2.0;131.0
Oud-Alblas-G0583;3;4;2.0;35.0;189.0;24.0;10.0;18.0;23.0;4.0;;115.0;;;;;;;;;;;54.0
Oud-Beijerland-G0584;38;55;132.0;535.0;1120.0;129.0;100.0;48.0;254.0;20.0;10.0;524.0;1.0;;33.0;;155.0;;1.0;2.0;7.0;;255.0
Ouddorp-G1142;20;19;7.0;71.0;409.0;28.0;24.0;7.0;115.0;25.0;3.0;332.0;2.0;;10.0;;521.0;;1.0;1.0;;;397.0
Oude Niedorp-G0436;5;5;421.0;80.0;9.0;4.0;89.0;6.0;5.0;18.0;4.0;;3.0;;;;;2.0;;1.0;;;27.0
Oude Pekela-G0038;49;47;229.0;1244.0;389.0;126.0;274.0;121.0;87.0;412.0;316.0;12.0;2.0;4.0;1.0;;5.0;8.0;;2.0;1.0;;350.0
Oude Tonge-G1143;10;27;377.0;353.0;179.0;16.0;39.0;12.0;97.0;9.0;9.0;343.0;4.0;;8.0;;10.0;12.0;5.0;;;;213.0
Oudelande-G0695;10;12;30.0;37.0;94.0;130.0;41.0;13.0;32.0;1.0;1.0;23.0;;;;;;3.0;;3.0;;;28.0
Oudenbosch-G0830;37;45;2371.0;70.0;19.0;39.0;7.0;16.0;3.0;2.0;;1.0;1.0;21.0;1.0;;;1.0;3.0;;1.0;;126.0
Oudendijk-G0435;0;1;3.0;124.0;11.0;8.0;78.0;11.0;10.0;4.0;8.0;2.0;9.0;;;;1.0;2.0;;6.0;;;14.0
Oudenhoorn-G0586;2;13;1.0;201.0;78.0;28.0;46.0;19.0;53.0;12.0;36.0;4.0;;;2.0;;1.0;;;3.0;;;34.0
Oudenrijn-G1144;1;12;219.0;31.0;130.0;60.0;16.0;35.0;23.0;;3.0;5.0;;;;;5.0;2.0;;1.0;;;21.0
Ouder-Amstel-G0437;18;14;939.0;163.0;419.0;351.0;51.0;142.0;37.0;25.0;38.0;6.0;;4.0;7.0;;5.0;;1.0;;1.0;;134.0
Ouderkerk aan den IJssel-G0587;24;17;3.0;122.0;496.0;16.0;63.0;70.0;96.0;8.0;3.0;472.0;4.0;2.0;4.0;;64.0;;;17.0;;;403.0
Oudewater-G0589;15;9;765.0;123.0;236.0;162.0;24.0;69.0;49.0;1.0;;63.0;1.0;2.0;7.0;;20.0;6.0;1.0;2.0;;;56.0
Oudkarspel-G1146;9;6;216.0;341.0;57.0;6.0;204.0;36.0;5.0;135.0;4.0;1.0;;18.0;;;1.0;6.0;;;;;20.0
