RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Vrijzinnig-Democratische Bond;Liberale Staatspartij;Nationaal-Socialistische Beweging;Communistische Partij van Nederland;Staatkundig Gereformeerde Partij;Christelijk-Democratische Unie;Revolutionair Socialistische Arbeiderspartij;Overige partij(en) met zetel(s);Overige partij(en) zonder zetel(s);@abs
Vaals-G0981;227;152;2353.0;388.0;22.0;30.0;;;216.0;;;;;;;243.0
Valburg-G0283;32;47;1076.0;270.0;415.0;616.0;126.0;77.0;146.0;;293.0;;;;103.0;248.0
Valkenburg (Li)-G1252;24;30;877.0;16.0;5.0;7.0;;;117.0;;;;;;;72.0
Valkenburg (ZH)-G0619;6;6;21.0;17.0;142.0;187.0;12.0;5.0;16.0;4.0;28.0;6.0;1.0;73.0;;31.0
Valkenswaard-G0858;75;101;3818.0;346.0;42.0;41.0;;36.0;63.0;;2.0;;;16.0;;195.0
Varik-G0284;10;18;112.0;84.0;28.0;212.0;10.0;60.0;4.0;1.0;32.0;6.0;1.0;;;70.0
Veen-G0859;24;22;1.0;27.0;136.0;90.0;;8.0;30.0;;86.0;;;;;81.0
Veendam-G0047;94;249;401.0;2995.0;629.0;287.0;672.0;413.0;396.0;126.0;;866.0;;;25.0;685.0
Veenendaal-G0345;71;109;144.0;728.0;2885.0;586.0;95.0;57.0;94.0;11.0;611.0;35.0;2.0;;;335.0
Veere-G0717;3;11;24.0;34.0;165.0;96.0;80.0;48.0;8.0;;65.0;;;;;56.0
Veghel-G0860;49;22;3471.0;155.0;7.0;22.0;;16.0;34.0;;;;;54.0;;249.0
Veldhoven-G0861;38;40;3180.0;85.0;11.0;41.0;;19.0;11.0;;1.0;;;30.0;;190.0
Veldhuizen-G1207;3;2;180.0;23.0;49.0;79.0;8.0;4.0;11.0;;2.0;1.0;1.0;;;16.0
Velp-G1208;1;1;370.0;2.0;2.0;;;;2.0;;;;;14.0;;45.0
Velsen-G0453;517;676;4820.0;6250.0;2777.0;2007.0;2545.0;878.0;1337.0;1149.0;151.0;481.0;290.0;56.0;;1727.0
Venhuizen-G0454;14;16;674.0;211.0;19.0;13.0;305.0;185.0;25.0;8.0;3.0;2.0;15.0;1.0;;83.0
Venlo-G0983;109;397;9757.0;978.0;142.0;147.0;;91.0;720.0;;;;;;;896.0
Venray-G0984;44;75;4823.0;24.0;5.0;5.0;;4.0;132.0;;;;;22.0;;366.0
Vessem, Wintelre en Knegsel-G0862;0;2;676.0;;1.0;;;;;;;;;;;39.0
Vianen-G0620;20;34;355.0;354.0;245.0;221.0;52.0;85.0;41.0;10.0;124.0;7.0;1.0;218.0;;152.0
Vierlingsbeek-G0863;11;9;803.0;5.0;5.0;;;6.0;4.0;;;;;15.0;;66.0
Vierpolders-G0621;12;14;9.0;138.0;53.0;51.0;83.0;65.0;13.0;31.0;2.0;1.0;4.0;;;43.0
Vinkeveen en Waverveen-G0346;19;17;1081.0;29.0;301.0;190.0;8.0;27.0;135.0;;116.0;;2.0;;;157.0
Vlaardingen-G0622;227;243;1301.0;4062.0;2808.0;3495.0;416.0;589.0;257.0;117.0;725.0;546.0;27.0;33.0;;1136.0
Vlaardinger-Ambacht-G1210;27;27;385.0;632.0;587.0;739.0;178.0;125.0;98.0;10.0;94.0;67.0;;6.0;;210.0
Vlagtwedde-G0048;118;228;847.0;1352.0;691.0;557.0;989.0;100.0;786.0;235.0;;990.0;;;10.0;601.0
Vledder-G0132;13;34;72.0;372.0;154.0;80.0;253.0;195.0;43.0;1.0;;1.0;;;;134.0
Vleuten-G1211;16;14;794.0;110.0;198.0;333.0;9.0;56.0;67.0;2.0;13.0;;;;;72.0
Vlieland-G0096;0;5;4.0;180.0;10.0;13.0;68.0;;6.0;;1.0;1.0;2.0;2.0;;50.0
Vlijmen-G0864;50;81;2899.0;78.0;14.0;30.0;;24.0;43.0;;3.0;;;;;306.0
Vlissingen-G0718;201;575;1529.0;3188.0;2044.0;1641.0;1639.0;757.0;238.0;;203.0;;;26.0;;1065.0
Vlist-G0623;2;2;46.0;9.0;76.0;;25.0;16.0;10.0;1.0;36.0;;;3.0;;14.0
Vlodrop-G0985;8;9;501.0;9.0;4.0;;;3.0;21.0;;;;;4.0;;47.0
Voerendaal-G0986;33;33;1566.0;30.0;2.0;3.0;;2.0;105.0;;;;;4.0;;93.0
Vogelwaarde-G0719;32;34;1600.0;27.0;22.0;49.0;4.0;7.0;7.0;;4.0;;;109.0;;204.0
Voorburg-G0624;139;302;4144.0;1864.0;1723.0;1389.0;2096.0;1260.0;1058.0;155.0;58.0;130.0;16.0;231.0;;994.0
Voorhout-G0625;9;2;1175.0;40.0;50.0;110.0;2.0;;16.0;1.0;2.0;2.0;;3.0;;67.0
Voorschoten-G0626;36;59;1023.0;355.0;571.0;543.0;211.0;139.0;154.0;18.0;68.0;18.0;3.0;17.0;;182.0
Voorst-G0285;88;159;1795.0;1579.0;365.0;1166.0;749.0;1076.0;218.0;133.0;110.0;45.0;8.0;;;501.0
Vorden-G0286;39;69;344.0;176.0;565.0;518.0;157.0;427.0;95.0;;4.0;13.0;;;;183.0
Vreeland-G1213;7;1;39.0;59.0;95.0;89.0;14.0;84.0;21.0;2.0;19.0;9.0;;;;33.0
Vreeswijk-G0348;18;29;520.0;193.0;169.0;269.0;30.0;16.0;24.0;2.0;39.0;5.0;;;;215.0
Vries-G0133;31;92;14.0;688.0;286.0;93.0;360.0;790.0;409.0;10.0;;106.0;6.0;;;207.0
Vriezenveen-G0186;75;91;243.0;358.0;340.0;2076.0;58.0;86.0;205.0;21.0;228.0;274.0;23.0;;;409.0
Vrouwenpolder-G1214;2;4;2.0;2.0;339.0;142.0;16.0;11.0;6.0;;27.0;;;1.0;;41.0
Vught-G0865;219;112;4548.0;309.0;62.0;58.0;;326.0;67.0;;;;;149.0;;446.0
Vuren-G0287;13;35;14.0;247.0;210.0;238.0;19.0;59.0;17.0;4.0;12.0;6.0;4.0;;;126.0
Waalre-G0866;22;42;1821.0;135.0;29.0;26.0;;50.0;47.0;;2.0;;;55.0;;160.0
Waalwijk-G0867;57;73;4209.0;159.0;134.0;454.0;;78.0;140.0;;26.0;;;;;312.0
Waarde-G0721;5;7;;17.0;20.0;137.0;14.0;38.0;96.0;;150.0;;;1.0;;85.0
Waardenburg-G0288;3;32;11.0;98.0;33.0;242.0;15.0;43.0;10.0;6.0;270.0;5.0;1.0;;;69.0
Waarder-G1217;5;2;11.0;8.0;165.0;65.0;1.0;2.0;28.0;;81.0;8.0;;5.0;;56.0
Waddinxveen-G0627;69;73;493.0;585.0;673.0;236.0;105.0;97.0;177.0;22.0;338.0;26.0;3.0;699.0;;249.0
Wadenoijen-G1218;21;24;125.0;223.0;49.0;153.0;40.0;267.0;15.0;5.0;51.0;54.0;1.0;;;111.0
Wageningen-G0289;78;227;1136.0;1612.0;771.0;1450.0;465.0;403.0;185.0;534.0;275.0;14.0;9.0;;;510.0
Wamel-G0290;38;26;2216.0;48.0;16.0;138.0;;9.0;14.0;1.0;9.0;3.0;;;448.0;267.0
Wanneperveen-G0187;5;17;2.0;60.0;111.0;356.0;38.0;104.0;16.0;4.0;19.0;50.0;2.0;;;77.0
Wanroij-G0868;6;2;715.0;5.0;;;;1.0;3.0;;;;;8.0;;36.0
Wanssum-G0987;2;0;418.0;;;1.0;;;2.0;;;;;1.0;;33.0
Warder-G0455;1;3;3.0;71.0;3.0;4.0;125.0;26.0;40.0;4.0;;3.0;1.0;;;21.0
Warffum-G0049;17;11;1.0;396.0;313.0;42.0;60.0;131.0;9.0;3.0;;251.0;;;6.0;124.0
Warmenhuizen-G0456;2;9;627.0;100.0;76.0;2.0;148.0;18.0;4.0;53.0;;;3.0;;;63.0
Warmond-G0628;9;14;884.0;84.0;58.0;156.0;48.0;16.0;28.0;9.0;14.0;8.0;;7.0;;136.0
Warnsveld-G0291;30;60;257.0;468.0;349.0;533.0;121.0;245.0;128.0;6.0;;14.0;5.0;;;526.0
Waspik-G0869;15;53;1087.0;40.0;114.0;94.0;;1.0;13.0;;10.0;;;;;295.0
Wassenaar-G0629;97;168;2880.0;705.0;964.0;928.0;946.0;1747.0;501.0;46.0;85.0;24.0;1.0;39.0;;694.0
Wateringen-G0630;16;18;1528.0;38.0;108.0;247.0;26.0;8.0;52.0;5.0;13.0;;;42.0;;78.0
Waterlandkerkje-G0722;5;2;101.0;11.0;21.0;39.0;14.0;35.0;7.0;;22.0;;;;;14.0
Wedde-G1220;38;37;5.0;724.0;106.0;172.0;119.0;196.0;167.0;136.0;;234.0;;;1.0;180.0
Weerselo-G0188;25;25;2956.0;70.0;16.0;40.0;35.0;16.0;27.0;;;10.0;;;;202.0
Weert-G0988;107;160;5893.0;42.0;12.0;41.0;;;171.0;;;;;262.0;;619.0
Weesp-G0457;0;0;647.0;873.0;663.0;866.0;112.0;167.0;107.0;63.0;14.0;35.0;38.0;9.0;;360.0
Weesperkarspel-G1221;9;28;510.0;184.0;226.0;519.0;46.0;22.0;34.0;16.0;19.0;15.0;13.0;3.0;;115.0
Wehl-G0292;9;15;1129.0;22.0;2.0;72.0;;2.0;24.0;;2.0;;;;163.0;99.0
Wemeldinge-G0723;16;19;16.0;144.0;357.0;406.0;58.0;126.0;10.0;;55.0;;;1.0;;189.0
Werkendam-G0870;12;18;18.0;189.0;433.0;288.0;;150.0;28.0;;140.0;;;;;545.0
Werkhoven-G1223;3;1;332.0;5.0;5.0;83.0;;1.0;2.0;;45.0;;1.0;;;20.0
Wervershoof-G0459;5;1;1471.0;30.0;15.0;;42.0;28.0;1.0;4.0;;;2.0;;;53.0
Wessem-G0989;0;12;476.0;4.0;1.0;;;;13.0;;;;;1.0;;56.0
Westbroek-G1224;5;5;58.0;55.0;136.0;263.0;3.0;6.0;15.0;;14.0;;1.0;;;31.0
Westdongeradeel-G0097;27;31;12.0;495.0;1294.0;1195.0;393.0;175.0;14.0;15.0;10.0;168.0;9.0;;60.0;270.0
Westdorpe-G0724;18;41;714.0;152.0;18.0;23.0;17.0;20.0;12.0;;4.0;;;39.0;;70.0
Westerbork-G0134;26;55;3.0;612.0;440.0;133.0;647.0;199.0;261.0;;;5.0;11.0;;;140.0
Westerhoven-G0871;1;3;342.0;6.0;;;;;;;;;;3.0;;21.0
Westervoort-G0293;17;23;645.0;100.0;71.0;160.0;4.0;8.0;4.0;;5.0;;;;99.0;87.0
Westkapelle-G0726;21;27;4.0;214.0;92.0;249.0;28.0;356.0;11.0;;208.0;;;2.0;;168.0
Westmaas-G0631;8;5;1.0;35.0;168.0;130.0;19.0;52.0;10.0;;22.0;1.0;2.0;4.0;;32.0
Weststellingwerf-G0098;176;285;834.0;2068.0;742.0;1111.0;2151.0;116.0;91.0;254.0;12.0;394.0;892.0;;619.0;914.0
Westwoud-G0460;7;7;368.0;55.0;7.0;8.0;76.0;79.0;;;;;4.0;;;29.0
Westzaan-G0461;0;0;25.0;504.0;183.0;25.0;193.0;81.0;25.0;202.0;50.0;55.0;35.0;10.0;;
Wierden-G0189;59;89;1542.0;495.0;954.0;1655.0;188.0;63.0;133.0;13.0;481.0;217.0;16.0;;;393.0
Wieringen-G0462;67;139;214.0;928.0;182.0;126.0;1131.0;46.0;45.0;123.0;3.0;3.0;22.0;12.0;;396.0
Wieringermeer-G0463;3;27;304.0;311.0;352.0;219.0;174.0;86.0;16.0;7.0;6.0;22.0;8.0;6.0;;109.0
Wieringerwaard-G0464;4;15;5.0;245.0;16.0;2.0;174.0;118.0;53.0;5.0;;2.0;5.0;13.0;;54.0
Wijchen-G0296;41;58;2924.0;20.0;3.0;31.0;6.0;5.0;13.0;4.0;2.0;4.0;;;111.0;154.0
Wijdenes-G0469;2;114;8.0;125.0;9.0;4.0;229.0;74.0;19.0;2.0;;1.0;12.0;2.0;;110.0
Wijdewormer-G0470;2;4;124.0;38.0;20.0;11.0;105.0;31.0;16.0;6.0;;;9.0;1.0;;17.0
Wijhe-G0190;22;61;649.0;473.0;223.0;547.0;191.0;182.0;143.0;5.0;23.0;22.0;6.0;;;168.0
Wijk bij Duurstede-G0352;6;37;953.0;173.0;51.0;285.0;47.0;64.0;22.0;2.0;24.0;1.0;;;;149.0
Wijk en Aalburg-G0876;26;37;4.0;73.0;457.0;65.0;;46.0;164.0;;243.0;;;;;253.0
Wijlre-G0991;11;7;976.0;2.0;3.0;2.0;;;16.0;;;;;;;61.0
Wijnandsrade-G0992;0;6;301.0;2.0;;;;;4.0;;;;;1.0;;10.0
Wijngaarden-G0634;83;5;;3.0;96.0;4.0;3.0;2.0;2.0;2.0;64.0;;;5.0;;
Wildervank-G1225;70;161;142.0;1777.0;865.0;351.0;515.0;222.0;445.0;69.0;;503.0;;;20.0;616.0
Willemstad-G0872;4;17;74.0;100.0;195.0;434.0;;74.0;9.0;;22.0;;;;;119.0
Willeskop-G0349;6;3;190.0;36.0;42.0;65.0;8.0;6.0;17.0;1.0;19.0;;;;;27.0
Willige Langerak-G1226;2;6;153.0;15.0;169.0;39.0;22.0;20.0;17.0;2.0;25.0;;;;;51.0
Wilnis-G0350;3;22;427.0;12.0;306.0;193.0;4.0;9.0;24.0;1.0;73.0;;;;;72.0
Winkel-G0465;8;28;26.0;467.0;16.0;14.0;198.0;124.0;45.0;44.0;;7.0;15.0;21.0;;88.0
Winschoten-G0052;71;207;244.0;2534.0;948.0;352.0;1107.0;406.0;330.0;580.0;;701.0;;;38.0;669.0
Winsum-G0053;6;8;2.0;289.0;679.0;146.0;170.0;131.0;12.0;3.0;;76.0;;;18.0;96.0
Winterswijk-G0294;105;221;1068.0;2202.0;787.0;247.0;1673.0;1656.0;1100.0;68.0;9.0;660.0;;;;627.0
Wisch-G0295;76;159;1581.0;355.0;862.0;758.0;400.0;380.0;484.0;10.0;2.0;360.0;;;;366.0
Wissenkerke-G1253;46;13;7.0;52.0;755.0;585.0;117.0;117.0;5.0;;92.0;;;9.0;;182.0
Wittem-G0990;44;36;1923.0;13.0;1.0;4.0;;;114.0;;;;;;;124.0
Woensdrecht-G0873;56;54;1521.0;106.0;7.0;31.0;;15.0;48.0;;3.0;;;;;203.0
Woerden-G0632;39;84;1239.0;456.0;609.0;1097.0;172.0;157.0;153.0;20.0;225.0;26.0;1.0;89.0;;324.0
Wognum-G0466;13;3;725.0;50.0;8.0;11.0;134.0;51.0;24.0;4.0;;4.0;3.0;;;51.0
Wolphaartsdijk-G0728;18;11;24.0;59.0;240.0;586.0;30.0;109.0;68.0;;166.0;;;;;121.0
Wonseradeel-G0099;0;0;507.0;851.0;1682.0;1914.0;501.0;449.0;83.0;49.0;;123.0;24.0;;150.0;652.0
Workum-G0100;15;19;437.0;95.0;335.0;633.0;154.0;26.0;39.0;7.0;3.0;178.0;;;7.0;146.0
Wormer-G0467;27;39;695.0;621.0;291.0;32.0;436.0;45.0;21.0;170.0;2.0;59.0;21.0;7.0;;119.0
Wormerveer-G0468;107;164;678.0;1768.0;430.0;35.0;636.0;461.0;72.0;554.0;10.0;147.0;142.0;17.0;;291.0
Woubrugge-G0633;4;16;462.0;43.0;208.0;218.0;34.0;55.0;28.0;2.0;51.0;4.0;;11.0;;90.0
Woudenberg-G0351;29;44;20.0;298.0;356.0;313.0;59.0;378.0;87.0;6.0;173.0;3.0;1.0;;;
Woudrichem-G0874;5;49;6.0;340.0;233.0;;;95.0;12.0;;12.0;;;207.0;;154.0
Wouw-G0875;65;43;1985.0;90.0;14.0;9.0;;10.0;102.0;;4.0;;;;;198.0
Wymbritseradeel-G0101;30;61;682.0;208.0;1362.0;2708.0;226.0;86.0;21.0;9.0;6.0;209.0;3.0;;47.0;367.0
Yerseke-G0729;38;60;74.0;205.0;395.0;577.0;263.0;38.0;107.0;;377.0;;;24.0;;256.0
Zaamslag-G0731;17;38;37.0;129.0;676.0;618.0;21.0;200.0;29.0;;90.0;;;8.0;;160.0
Zaandam-G0471;278;385;2346.0;6876.0;2672.0;812.0;1979.0;1056.0;344.0;1585.0;108.0;508.0;665.0;136.0;;1085.0
Zaandijk-G0472;55;49;91.0;717.0;231.0;65.0;258.0;150.0;41.0;241.0;3.0;84.0;42.0;13.0;;110.0
Zaltbommel-G0297;28;52;364.0;744.0;209.0;283.0;260.0;227.0;38.0;;33.0;9.0;;;4.0;191.0
Zandvoort-G0473;101;95;602.0;1448.0;197.0;565.0;538.0;263.0;715.0;122.0;7.0;54.0;31.0;2.0;;409.0
Zeeland-G0877;11;1;1109.0;6.0;;;;1.0;1.0;;;;;11.0;;128.0
Zegveld-G0354;0;1;107.0;2.0;190.0;;6.0;1.0;4.0;;47.0;;165.0;;;47.0
Zeist-G0355;273;460;2040.0;3244.0;4072.0;2041.0;1157.0;1629.0;810.0;88.0;691.0;326.0;30.0;;;1451.0
Zelhem-G0298;20;68;329.0;151.0;1274.0;467.0;212.0;201.0;301.0;1.0;63.0;27.0;;;;223.0
Zevenaar-G0299;53;46;2068.0;198.0;22.0;136.0;83.0;13.0;60.0;;4.0;;;;592.0;198.0
Zevenbergen-G0878;37;55;2874.0;106.0;248.0;552.0;;53.0;23.0;;12.0;;;;;321.0
Zevenhoven-G0635;5;3;260.0;21.0;59.0;52.0;13.0;12.0;31.0;;24.0;1.0;;;;23.0
Zevenhuizen-G0636;21;30;30.0;340.0;197.0;173.0;88.0;171.0;72.0;12.0;145.0;2.0;1.0;83.0;;125.0
Zierikzee-G0732;22;56;449.0;586.0;686.0;507.0;381.0;706.0;129.0;;112.0;;;6.0;;327.0
Zijpe-G0476;19;34;671.0;789.0;45.0;40.0;863.0;123.0;65.0;80.0;5.0;3.0;12.0;7.0;;225.0
Zoelen-G0300;23;36;17.0;340.0;42.0;148.0;20.0;520.0;26.0;;9.0;61.0;;;;131.0
Zoetermeer-G0637;22;5;715.0;185.0;295.0;268.0;52.0;116.0;36.0;12.0;281.0;;3.0;239.0;;234.0
Zoeterwoude-G0638;32;23;1448.0;48.0;155.0;222.0;57.0;9.0;54.0;7.0;19.0;5.0;3.0;14.0;;99.0
Zonnemaire-G1236;4;10;6.0;146.0;125.0;89.0;35.0;55.0;15.0;;4.0;;;;;41.0
Zoutelande-G1237;6;6;2.0;11.0;103.0;159.0;14.0;25.0;14.0;;96.0;;;1.0;;45.0
Zuid- en Noord-Schermer-G0474;8;12;43.0;168.0;13.0;5.0;107.0;66.0;62.0;;15.0;;7.0;1.0;;31.0
Zuid-Beijerland-G0639;13;19;10.0;176.0;341.0;274.0;41.0;126.0;23.0;3.0;225.0;;2.0;17.0;;113.0
Zuidbroek-G1240;22;38;6.0;669.0;163.0;22.0;150.0;71.0;73.0;36.0;;134.0;;;22.0;193.0
Zuiddorpe-G0734;26;1;387.0;18.0;5.0;9.0;;2.0;1.0;;5.0;;;12.0;;33.0
Zuidhorn-G0056;25;17;29.0;418.0;625.0;140.0;182.0;242.0;46.0;8.0;;88.0;;;19.0;149.0
Zuidland-G0640;9;9;3.0;58.0;570.0;121.0;39.0;89.0;57.0;7.0;23.0;;;2.0;;62.0
Zuidlaren-G0136;30;36;4.0;531.0;529.0;65.0;487.0;262.0;207.0;22.0;;13.0;1.0;;;113.0
Zuid-Scharwoude-G1238;6;9;369.0;118.0;32.0;13.0;248.0;22.0;21.0;12.0;;3.0;8.0;3.0;;48.0
Zuidwolde-G0137;40;65;26.0;430.0;690.0;604.0;592.0;69.0;146.0;3.0;;5.0;;;;216.0
Zuidzande-G0735;5;22;12.0;130.0;49.0;35.0;67.0;171.0;30.0;;8.0;;;;;56.0
Zuilen-G1242;211;188;2148.0;3319.0;1148.0;185.0;111.0;228.0;924.0;87.0;81.0;225.0;31.0;;;419.0
Zuilichem-G1243;2;15;1.0;117.0;155.0;59.0;2.0;8.0;8.0;1.0;88.0;1.0;;;;96.0
Zundert-G0879;87;299;2561.0;201.0;10.0;50.0;;25.0;44.0;;13.0;;;;;156.0
Zutphen-G0301;166;413;1261.0;4043.0;760.0;1386.0;747.0;1372.0;493.0;311.0;;103.0;170.0;;;888.0
Zwaag-G0475;17;4;558.0;43.0;1.0;;118.0;79.0;26.0;8.0;;3.0;6.0;;;92.0
Zwammerdam-G1244;8;21;314.0;72.0;243.0;242.0;51.0;66.0;53.0;8.0;79.0;10.0;1.0;23.0;;88.0
Zwartewaal-G0641;8;6;2.0;68.0;75.0;28.0;80.0;36.0;8.0;4.0;6.0;;2.0;1.0;;
Zwartsluis-G0192;12;20;13.0;80.0;771.0;254.0;10.0;193.0;53.0;17.0;25.0;88.0;;;;320.0
Zweeloo-G0138;10;16;4.0;156.0;237.0;35.0;29.0;483.0;83.0;5.0;;;6.0;;;52.0
Zwijndrecht-G0642;0;0;239.0;979.0;1826.0;1337.0;154.0;123.0;171.0;31.0;463.0;11.0;39.0;66.0;;829.0
Zwolle-G0193;263;670;3822.0;6372.0;2759.0;2703.0;1715.0;1252.0;684.0;342.0;224.0;1010.0;93.0;;;1858.0
Zwollerkerspel-G1245;37;74;583.0;510.0;942.0;1181.0;129.0;266.0;113.0;13.0;180.0;118.0;20.0;;;338.0
